# X, Y, Xs, Ys, Zs, Xv, Yv, Zv
-1.736984194309671548e+00,-1.910778371184431168e-01,1.621014251690615415e+00,1.641510929872641578e-01,-6.316581714871438713e-01,-8.900684949528757661e-01,2.926395235137181139e+00,-1.706128550238036334e-01
-1.726159455127284525e+00,-2.266900135698643737e-01,1.609366812493753685e+00,1.994608481383667864e-01,-6.333787647855327885e-01,-1.035441525489258829e+00,2.910028973685779174e+00,-1.136833639746337998e-01
-1.713553921365326138e+00,-2.617710086908583422e-01,1.596071552780115033e+00,2.342713117327044625e-01,-6.344002311810945649e-01,-1.180274396150118532e+00,2.890427850487396366e+00,-5.640007655289464017e-02
-1.699220297247198141e+00,-2.962451483534815910e-01,1.581181079104189147e+00,2.685070335764373484e-01,-6.347292135255211409e-01,-1.324503152816985274e+00,2.867600520846242507e+00,1.211712554279709142e-03
-1.683217586277988342e+00,-3.300408663937787757e-01,1.564753733328262397e+00,3.020965301550865845e-01,-6.343751703439970413e-01,-1.468064108131114542e+00,2.841557064668473576e+00,5.912656360265516886e-02
-1.665610506944430025e+00,-3.630910946118148241e-01,1.546853028257448637e+00,3.349726778871637278e-01,-6.333502331806240004e-01,-1.610893869616051965e+00,2.812308982011181069e+00,1.173189030243816378e-01
-1.646468868791555851e+00,-3.953335923971766919e-01,1.527547048649059658e+00,3.670730473332152743e-01,-6.316690409244837268e-01,-1.752929367669944449e+00,2.779869188004302938e+00,1.757630347205494936e-01
-1.625866919596630211e+00,-4.267112137419476481e-01,1.506907827744638828e+00,3.983401759997599600e-01,-6.293485544896212369e-01,-1.894107883415315552e+00,2.744252007147652161e+00,2.344331514078723533e-01
-1.603882674374014883e+00,-4.571721107165834797e-01,1.485010709430080178e+00,4.287217786740513681e-01,-6.264078554286546252e-01,-2.034367076393947649e+00,2.705473166985632893e+00,2.933033460144514604e-01
-1.580597236694748053e+00,-4.866698737422890386e-01,1.461933705842088038e+00,4.581708954712204740e-01,-6.228679321664651880e-01,-2.173645012094680862e+00,2.663549791162389990e+00,3.523476231196128183e-01
-1.556094122317453143e+00,-5.151636101620667985e-01,1.437756859733262615e+00,4.866459789358574817e-01,-6.187514575511295911e-01,-2.311880189301942057e+00,2.618500391860496546e+00,4.115399104327507884e-01
-1.530458594434950026e+00,-5.426179636633776671e-01,1.412561620214756619e+00,5.141109225871961508e-01,-6.140825613407345784e-01,-2.449011567252954436e+00,2.570344861626491451e+00,4.708540703061180333e-01
-1.503777018980567037e+00,-5.690030780166491775e-01,1.386430239650272789e+00,5.405350342088448556e-01,-6.088866010864681932e-01,-2.584978592591623769e+00,2.519104464586892522e+00,5.302639112764775398e-01
-1.476136247449276295e+00,-5.942945093510434429e-01,1.359445198515956132e+00,5.658929579454454739e-01,-6.031899346458752253e-01,-2.719721226107185696e+00,2.464801827058558548e+00,5.897431996305106949e-01
-1.447623033611640464e+00,-6.184730917841412268e-01,1.331688664005546308e+00,5.901645498714721549e-01,-5.970196972781802724e-01,-2.853179969245841718e+00,2.407460927557537378e+00,6.492656709888920963e-01
-1.418323489372455448e+00,-6.415247616541215336e-01,1.303241987085891784e+00,6.133347121396516277e-01,-5.904035859494944916e-01,-2.985295890383636408e+00,2.347107086210838744e+00,7.088050419038942618e-01
-1.388322583887546591e+00,-6.634403458760759209e-01,1.274185241628794873e+00,6.353931911021122314e-01,-5.833696531229622950e-01,-3.116010650849013519e+00,2.283766953575769865e+00,7.683350214654242061e-01
-1.357703688934392305e+00,-6.842153200675284985e-01,1.244596808191635873e+00,6.563343449349779979e-01,-5.759461119402865537e-01,-3.245266530683520223e+00,2.217468498871804972e+00,8.278293229103446116e-01
-1.326548172463391184e+00,-7.038495420753081433e-01,1.214553004017357329e+00,6.761568862994294937e-01,-5.681611543284684762e-01,-3.373006454129324094e+00,2.148240997630163740e+00,8.872616752299703480e-01
-1.294935041259972719e+00,-7.223469664026607173e-01,1.184127759895285292e+00,6.948636054547506768e-01,-5.600427831995447026e-01,-3.499174014832256319e+00,2.076115018766561793e+00,9.466058347706056697e-01
-1.262940632741149649e+00,-7.397153447998621179e-01,1.153392343683911747e+00,7.124610790190406551e-01,-5.516186595605261367e-01,-3.623713500749271343e+00,2.001122411082835395e+00,1.005835596822003408e+00
-1.230638355106272730e+00,-7.559659179624104164e-01,1.122415129556274760e+00,7.289593692694973370e-01,-5.429159650229582468e-01,-3.746569918749318440e+00,1.923296289203410003e+00,1.064924807188627698e+00
-1.198098474368246125e+00,-7.711131028970207302e-01,1.091261411394290004e+00,7.443717185050063856e-01,-5.339612799020505562e-01,-3.867689018896761866e+00,1.842671018952811490e+00,1.123847373738611433e+00
-1.165387946211517756e+00,-7.851741800853593301e-01,1.059993258232556412e+00,7.587142425771535859e-01,-5.247804768280929233e-01,-3.987017318406613331e+00,1.759282202180689314e+00,1.182577277925302095e+00
-1.132570290155929360e+00,-7.981689841157361132e-01,1.028669409233264664e+00,7.720056272485228410e-01,-5.153986295602013268e-01,-4.104502125261038081e+00,1.673166661041039838e+00,1.241088586276325678e+00
-1.099705503147040186e+00,-8.101196009791770125e-01,9.973452053575387888e-01,7.842668305744479040e-01,-5.058399364953156674e-01,-4.220091561476666087e+00,1.584362421732578241e+00,1.299355461845075332e+00
-1.066850009437074531e+00,-8.210500747518935105e-01,9.660725546779459494e-01,7.955207940396646915e-01,-4.961276582035157867e-01,-4.333734586012437440e+00,1.492908697707441057e+00,1.357352175619579437e+00
-1.034056643457691438e+00,-8.309861259224984309e-01,9.348999281435403930e-01,8.057921647258554643e-01,-4.862840681929569975e-01,-4.445381017307896698e+00,1.398845872355631403e+00,1.415053117883708689e+00
-1.001374662306400598e+00,-8.399548831786742831e-01,9.038723825530068368e-01,8.151070303492295999e-01,-4.763304160120044317e-01,-4.554981555441962371e+00,1.302215481172847467e+00,1.472432809525707542e+00
-9.688497844620078681e-01,-8.479846300515679891e-01,8.730316075029102008e-01,8.234926685962569159e-01,-4.662869017299046681e-01,-4.662487803902373606e+00,1.203060193419579038e+00,1.529465913289050905e+00
-9.365242514000687857e-01,-8.551045674322719226e-01,8.424159931463189865e-01,8.309773118058834118e-01,-4.561726607975984393e-01,-4.767852290956235528e+00,1.101423793279563190e+00,1.586127244960664706e+00
-9.044369088861767825e-01,-8.613445926268282760e-01,8.120607157118899799e-01,8.375899277015710354e-01,-4.460057582738470860e-01,-4.871028490612191675e+00,9.973511605259230972e-01,1.642391784491561424e+00
-8.726233048726751429e-01,-8.667350953062717966e-01,7.819978378850933609e-01,8.433600165684599359e-01,-4.358031914054416589e-01,-4.971970843165011367e+00,8.908882507035116305e-01,1.698234687045000690e+00
-8.411158011034891580e-01,-8.713067704368924193e-01,7.522564213326303761e-01,8.483174250005611761e-01,-4.255808995706613085e-01,-5.070634775313446418e+00,7.820820748362590225e-01,1.753631293967253812e+00
-8.099436957333551179e-01,-8.750904480427330601e-01,7.228626488499355629e-01,8.524921761098561701e-01,-4.153537806292050827e-01,-5.166976719842561572e+00,6.709806786684060498e-01,1.808557143676182699e+00
-7.791333544841396730e-01,-8.781169394559464880e-01,6.938399538228744445e-01,8.559143158922498662e-01,-4.051357127666724289e-01,-5.260954134861791864e+00,5.576331214488701171e-01,1.862987982462781744e+00
-7.487083480852276818e-01,-8.804168995490373462e-01,6.652091549118760438e-01,8.586137752826271674e-01,-3.949395809745993580e-01,-5.352525522590233287e+00,4.420894542680570694e-01,1.916899775200931799e+00
-7.186895939715055581e-01,-8.820207043136810698e-01,6.369885940846418126e-01,8.606202473003871090e-01,-3.847773073657300147e-01,-5.441650447680910219e+00,3.244006979567023441e-01,1.970268715960641792e+00
-6.890955004363976677e-01,-8.829583430509333475e-01,6.091942763377810044e-01,8.619630785850737054e-01,-3.746598845864983485e-01,-5.528289555075867057e+00,2.046188205565230844e-01,2.023071238520066650e+00
-6.599421116548819244e-01,-8.832593243642054004e-01,5.818400096547593492e-01,8.626711745461518310e-01,-3.645974116528113984e-01,-5.612404587384270727e+00,8.279671437257979383e-02,2.075284026771696766e+00
-6.312432521994855161e-01,-8.829525950963412750e-01,5.549375439447934433e-01,8.627729172986470241e-01,-3.545991315996830928e-01,-5.693958401775787159e+00,-4.101182738246765547e-02,2.126884025018090263e+00
-6.030106698685836486e-01,-8.820664713224457554e-01,5.284967078926915418e-01,8.622960955242925385e-01,-3.446734703987762716e-01,-5.772914986381817215e+00,-1.667521343419344770e-01,2.177848448152620797e+00
-5.752541758294420493e-01,-8.806285804978706278e-01,5.025255428218924347e-01,8.612678453831594805e-01,-3.348280766595264080e-01,-5.849239476197313437e+00,-2.943686831259991754e-01,2.228154791720738270e+00
-5.479817812472782546e-01,-8.786658138632167381e-01,4.770304328311933406e-01,8.597146016007838343e-01,-3.250698616884358239e-01,-5.922898168476200986e+00,-4.238051218592729374e-01,2.277780841857305560e+00
-5.211998297257327550e-01,-8.762042882227835117e-01,4.520162306095861227e-01,8.576620578680234086e-01,-3.154050395368093174e-01,-5.993858537613539816e+00,-5.550042950541949072e-01,2.326704685095612124e+00
-4.949131250233714807e-01,-8.732693162372797691e-01,4.274863784631711128e-01,8.551351357129808317e-01,-3.058391667192245089e-01,-6.062089249507940814e+00,-6.879082688492909048e-01,2.374904718043747476e+00
-4.691250536354797940e-01,-8.698853844036877891e-01,4.034430242036675107e-01,8.521579610342444600e-01,-2.963771813331811944e-01,-6.127560175397801068e+00,-8.224583565911313121e-01,2.422359656924045979e+00
-4.438377019408649704e-01,-8.660761379331063381e-01,3.798871316500375683e-01,8.487538475205865796e-01,-2.870234413545016405e-01,-6.190242405165327533e+00,-9.585951447487033317e-01,2.469048546971408520e+00
-4.190519677103618501e-01,-8.618643717795488879e-01,3.568185855839212106e-01,8.449452862225078631e-01,-2.777817619231628954e-01,-6.250108260102436475e+00,-1.096258519148775701e+00,2.514950771686339959e+00
-3.947676658580465681e-01,-8.572720271176560436e-01,3.342362910767621154e-01,8.407539405842340274e-01,-2.686554514703876073e-01,-6.307131305132876342e+00,-1.235387691520588804e+00,2.560046061938603401e+00
-3.709836283886146502e-01,-8.523201926138926909e-01,3.121382671724963753e-01,8.362006462897637604e-01,-2.596473465701076844e-01,-6.361286360485228997e+00,-1.375921226338268966e+00,2.604314504917509598e+00
-3.476977985560543716e-01,-8.470291098830692311e-01,2.905217349655309089e-01,8.313054153223670140e-01,-2.507598454265669852e-01,-6.412549512811576591e+00,-1.517797067949024248e+00,2.647736552924845554e+00
-3.249073193004611282e-01,-8.414181825691008365e-01,2.693832001602655124e-01,8.260874436826728395e-01,-2.419949399349947128e-01,-6.460898125746966869e+00,-1.660952567975161775e+00,2.690293032006590757e+00
-3.026086160726398910e-01,-8.355059885351758808e-01,2.487185302366093365e-01,8.205651222555491175e-01,-2.333542462742349555e-01,-6.506310849904998861e+00,-1.805324512977867224e+00,2.731965150419598309e+00
-2.807974741909547434e-01,-8.293102946933954556e-01,2.285230263767062953e-01,8.147560503598073600e-01,-2.248390340091870887e-01,-6.548767632305104058e+00,-1.950849152370461637e+00,2.772734506929495080e+00
-2.594691109025526465e-01,-8.228480740470810462e-01,2.087914903322227178e-01,8.086770515569525752e-01,-2.164502536971367463e-01,-6.588249725227380615e+00,-2.097462226568873156e+00,2.812583098936148218e+00
-2.386182423425329546e-01,-8.161355245600401265e-01,1.895182864299345127e-01,8.023441913354699695e-01,-2.081885630058086245e-01,-6.624739694491061925e+00,-2.245098995366866301e+00,2.851493330423113814e+00
-2.182391456005864094e-01,-8.091880895059121448e-01,1.706973989266838410e-01,7.957727963252492209e-01,-2.000543513624732928e-01,-6.658221427152953176e+00,-2.393694266523480163e+00,2.889448019727533179e+00
-1.983257161158415438e-01,-8.020204789871669959e-01,1.523224849337594111e-01,7.889774747325715154e-01,-1.920477631629310677e-01,-6.688680138622464355e+00,-2.543182424550102905e+00,2.926430407127079469e+00
-1.788715206278202741e-01,-7.946466923473355370e-01,1.343869231360468874e-01,7.819721377195599787e-01,-1.841687195769068086e-01,-6.716102379190054705e+00,-2.693497459684410789e+00,2.962424162240571146e+00
-1.598698459150824369e-01,-7.870800412315814842e-01,1.168838585334210922e-01,7.747700214830666177e-01,-1.764169389925127618e-01,-6.740476039966257993e+00,-2.844572997038432138e+00,2.997413391239017955e+00
-1.413137435539290609e-01,-7.793331730798274126e-01,9.980624343136987320e-02,7.673837098166885751e-01,-1.687919561471823426e-01,-6.761790358228622289e+00,-2.996342325907818793e+00,3.031382643863879789e+00
-1.231960709278795557e-01,-7.714180948633548862e-01,8.314687490516647905e-02,7.598251569660003923e-01,-1.612931399960102485e-01,-6.780035922174226570e+00,-3.148738429229425595e+00,3.064316920249472442e+00
-1.055095287150141919e-01,-7.633461969002170999e-01,6.689842895748392138e-02,7.521057106112402080e-01,-1.539197103709311620e-01,-6.795204675075664724e+00,-3.301694013174149678e+00,3.096201677546480457e+00
-8.824669507502304333e-02,-7.551282766070138708e-01,5.105349158348730654e-02,7.442361348336941074e-01,-1.466707534857623896e-01,-6.807289918838674403e+00,-3.455141536861995100e+00,3.127022836343674506e+00
-7.140005675129502960e-02,-7.467745620647029403e-01,3.560458695049247002e-02,7.362266329419804300e-01,-1.395452363429729725e-01,-6.816286316959820013e+00,-3.609013242186227099e+00,3.156766786884980025e+00
-5.496203729588685499e-02,-7.382947352942912378e-01,2.054420289148817247e-02,7.280868700524779635e-01,-1.325420200982368457e-01,-6.822189896882954407e+00,-3.763241183733441186e+00,3.185420395079165523e+00
-3.892502261698003313e-02,-7.296979551545619280e-01,5.864813903413715335e-03,7.198259953343619788e-01,-1.256598724384792032e-01,-6.824998051753373929e+00,-3.917757258786340735e+00,3.212971008299484232e+00
-2.328138403969750789e-02,-7.209928797886191454e-01,-8.441098167723655454e-03,7.114526638442764117e-01,-1.188974790283459926e-01,-6.824709541568942051e+00,-4.072493237395983456e+00,3.239406460970717827e+00
-8.023499062066516765e-03,-7.121876885590501249e-01,-2.238102558187437391e-02,7.029750578886471146e-01,-1.122534540788756030e-01,-6.821324493727630944e+00,-4.227380792510221141e+00,3.264715079941157061e+00
6.856230021330100496e-03,-7.032901034230923942e-01,-3.596241813625439959e-02,6.944009078632136234e-01,-1.057263500907286574e-01,-6.814844402971279358e+00,-4.382351530144975804e+00,3.288885689637131904e+00
2.136535946480817849e-02,-6.943074097094137365e-01,-4.919266841825979675e-02,6.857375125295759322e-01,-9.931466682266507084e-02,-6.805272130725539270e+00,-4.537337019585108600e+00,3.311907616997828541e+00
3.551138923217577598e-02,-6.852464762671399701e-01,-6.207909873435693560e-02,6.769917586975980894e-01,-9.301685953414134955e-02,-6.792611903836366594e+00,-4.692268823601503769e+00,3.333770696188220306e+00
4.930174982763450148e-02,-6.761137749656673801e-01,-7.462894957821633590e-02,6.681701402904354214e-01,-8.683134654894836268e-02,-6.776869312703552417e+00,-4.847078528671016073e+00,3.354465273088006239e+00
6.274379066107689529e-02,-6.669153995306910110e-01,-8.684936951001287486e-02,6.592787767758897521e-01,-8.075651618477655558e-02,-6.758051308812172309e+00,-5.001697775185954598e+00,3.373982209554603706e+00
7.584476982052518190e-02,-6.576570837078732357e-01,-9.874740632718595479e-02,6.503234309538296065e-01,-7.479073309151546001e-02,-6.736166201662993736e+00,-5.156058287639774029e+00,3.392312887458293069e+00
8.861184513281430974e-02,-6.483442187507448828e-01,-1.103299994150085672e-01,6.413095260946387599e-01,-6.893234403898988727e-02,-6.711223655103244923e+00,-5.310091904775595673e+00,3.409449212487743353e+00
1.010520664016576475e-01,-6.389818702338656564e-01,-1.216039731730359508e-01,6.322421624281405750e-01,-6.317968319273162270e-02,-6.683234683059322556e+00,-5.463730609684319006e+00,3.425383617724226504e+00
1.131723687199004819e-01,-6.295747941960535554e-01,-1.325760314208545010e-01,6.231261329862941567e-01,-5.753107691430791454e-02,-6.652211644673364788e+00,-5.616906559838953150e+00,3.440109066982963260e+00
1.249795667600879928e-01,-6.201274526216746796e-01,-1.432527526935511442e-01,6.139659388061987633e-01,-5.198484812067828004e-02,-6.618168238845784757e+00,-5.769552117052001883e+00,3.453619057920099600e+00
1.364803499543986443e-01,-6.106440282706753209e-01,-1.536405863439301855e-01,6.047658035026979295e-01,-4.653932023506440752e-02,-6.581119498186233763e+00,-5.921599877342542229e+00,3.465907624903957984e+00
1.476812784815724477e-01,-6.011284388702282655e-01,-1.637458493747671329e-01,5.955296872221321758e-01,-4.119282075987287794e-02,-6.541081782375623987e+00,-6.072982700699951053e+00,3.476969341649296830e+00
1.585887799846424084e-01,-5.915843506826844456e-01,-1.735747239302593559e-01,5.862612999906648970e-01,-3.594368450034798879e-02,-6.498072770942151521e+00,-6.223633740731030706e+00,3.486799323613401835e+00
1.692091469491063260e-01,-5.820151914659603687e-01,-1.831332553813607433e-01,5.769641144721188164e-01,-3.079025646583188197e-02,-6.452111455454510924e+00,-6.373486474177505912e+00,3.495393230152961994e+00
1.795485346766426127e-01,-5.724241628436270712e-01,-1.924273509448624631e-01,5.676413781514507706e-01,-2.573089447378813094e-02,-6.403218131135755442e+00,-6.522474730290809930e+00,3.502747266440777274e+00
1.896129597945933054e-01,-5.628142521028185463e-01,-2.014627787809182835e-01,5.582961249609075249e-01,-2.076397148010132587e-02,-6.351414387901502145e+00,-6.670532720051236097e+00,3.508858185141447983e+00
1.994082992462195558e-01,-5.531882434387080938e-01,-2.102451675182249735e-01,5.489311863666007651e-01,-1.588787765760306392e-02,-6.296723100826430830e+00,-6.817595065218510442e+00,3.513723287845306409e+00
2.089402897112035140e-01,-5.435487286647009419e-01,-2.187800061602756807e-01,5.395492019336864953e-01,-1.110102224328761433e-02,-6.239168420043290197e+00,-6.963596827200979611e+00,3.517340426259956132e+00
2.182145274100215637e-01,-5.338981174077407355e-01,-2.270726443300077890e-01,5.301526293886513752e-01,-6.401835173278844215e-03,-6.178775760078881518e+00,-7.108473535730668758e+00,3.519708003158899423e+00
2.272364682496832711e-01,-5.242386468082010920e-01,-2.351282928137985173e-01,5.207437541973228834e-01,-1.788768523280109823e-03,-6.115571788631723571e+00,-7.252161217331536847e+00,3.520824973086827292e+00
2.360114282719166234e-01,-5.145723907437955713e-01,-2.429520243691243309e-01,5.113246986772458369e-01,2.739702229010820833e-03,-6.049584414796344234e+00,-7.394596423568359000e+00,3.520690842821263544e+00
2.445445843682071130e-01,-5.049012685967761982e-01,-2.505487747633118323e-01,5.018974306629421234e-01,7.185077104218451360e-03,-5.980842776739408784e+00,-7.535716259063785394e+00,3.519305671590359896e+00
2.528409752291752022e-01,-4.952270535834542020e-01,-2.579233440136851074e-01,4.924637717423896999e-01,1.154883067013738607e-02,-5.909377228833124107e+00,-7.675458409271135984e+00,3.516670071046734236e+00
2.609055024986309257e-01,-4.855513806647436814e-01,-2.650803978020775387e-01,4.830254050827622603e-01,1.583241122595215045e-02,-5.835219328251610271e+00,-7.813761167990789680e+00,3.512785204997394217e+00
2.687429321052648423e-01,-4.758757540560509258e-01,-2.720244690391154241e-01,4.735838828631377395e-01,2.003724010963635338e-02,-5.758401821036136070e+00,-7.950563464617872000e+00,3.507652788889823015e+00
2.763578957473694087e-01,-4.662015543543934215e-01,-2.787599595559495103e-01,4.641406333314845312e-01,2.416471111725025656e-02,-5.678958627635385170e+00,-8.085804891109338755e+00,3.501275089054489698e+00
2.837548925082133966e-01,-4.565300453001599479e-01,-2.852911419031778917e-01,4.546969675027985325e-01,2.821619002370112650e-02,-5.596924827927143298e+00,-8.219425728658448449e+00,3.493654921704102634e+00
2.909382905817532450e-01,-4.468623801904151871e-01,-2.916221612386163953e-01,4.452540855147922305e-01,3.219301419532387409e-02,-5.512336645728019846e+00,-8.351366974064919901e+00,3.484795651690046014e+00
2.979123290902559451e-01,-4.371996079601263574e-01,-2.977570372873241666e-01,4.358130826570446037e-01,3.609649228537545329e-02,-5.425231432798017117e+00,-8.481570365789083965e+00,3.474701191016561275e+00
3.046811199771455314e-01,-4.275426789471443167e-01,-3.036996663588985568e-01,4.263749550890060247e-01,3.992790400422314978e-02,-5.335647652347055292e+00,-8.609978409678525679e+00,3.463375997113310678e+00
3.112486499599791401e-01,-4.178924503562185810e-01,-3.094538234085245643e-01,4.169406052617305458e-01,4.368849995664414454e-02,-5.243624862050692670e+00,-8.736534404355897010e+00,3.450825070867103328e+00
3.176187825299239820e-01,-4.082496914367673702e-01,-3.150231641296157292e-01,4.075108470576758735e-01,4.737950153924830321e-02,-5.149203696582583589e+00,-8.861182466256646961e+00,3.437053954413649137e+00
3.237952599854406199e-01,-3.986150883885622442e-01,-3.204112270671097829e-01,3.980864106623762111e-01,5.100210089158417615e-02,-5.052425849671323910e+00,-8.983867554305629000e+00,3.422068728690299100e+00
3.297817054891044042e-01,-3.889892490089396082e-01,-3.256214357416112315e-01,3.886679471812715669e-01,5.455746089499838303e-02,-4.953334055689706084e+00,-9.104535494221682512e+00,3.405876010750881200e+00
3.355816251376199100e-01,-3.793727070945880353e-01,-3.306571007756011205e-01,3.792560330144330583e-01,5.804671521379398819e-02,-4.851972070784407620e+00,-9.223133002439483974e+00,3.388482950843794583e+00
3.411984100361020733e-01,-3.697659266104324494e-01,-3.355214220138685866e-01,3.698511740014228111e-01,6.147096837366829158e-02,-4.748384653554502677e+00,-9.339607709638059418e+00,3.369897229254658733e+00
3.466353383686281986e-01,-3.601693056376013002e-01,-3.402174906311677405e-01,3.604538093480051386e-01,6.483129587281498407e-02,-4.642617545287335723e+00,-9.453908183865607384e+00,3.350127052914919190e+00
3.518955774579233808e-01,-3.505831801119430602e-01,-3.447482912208891248e-01,3.510643153459313548e-01,6.812874432145325787e-02,-4.534717449760455210e+00,-9.565983953250400518e+00,3.329181151777894421e+00
3.569821858078039978e-01,-3.410078273640601565e-01,-3.491167038592250527e-01,3.416830088965343570e-01,7.136433160588759317e-02,-4.424732012618529886e+00,-9.675785528287736525e+00,3.307068774963874525e+00
3.618981151227175785e-01,-3.314434694713364049e-01,-3.533255061399609986e-01,3.323101508483959354e-01,7.453904707352450310e-02,-4.312709800334390664e+00,-9.783264423693124101e+00,3.283799686675973106e+00
3.666462122993497386e-01,-3.218902764319625520e-01,-3.573773751755946471e-01,3.229459491588929643e-01,7.765385173556457743e-02,-4.198700278763425331e+00,-9.888373179811997815e+00,3.259384161888525533e+00
3.712292213858508494e-01,-3.123483691705082332e-01,-3.612748895610135569e-01,3.135905618889857083e-01,8.070967848436037817e-02,-4.082753791300858026e+00,-9.991065383576598791e+00,3.233832981809952933e+00
3.756497855047575274e-01,-3.028178223841521133e-01,-3.650205312964330817e-01,3.042441000401884810e-01,8.370743232267813250e-02,-3.964921536651526246e+00,-1.009129568900064378e+01,3.207157429122082348e+00
3.799104487361638638e-01,-2.932986672382530413e-01,-3.686166876667276715e-01,2.949066302422459485e-01,8.664799060233444039e-02,-3.845255546221970633e+00,-1.018901983720285109e+01,3.179369282998032453e+00
3.840136579581199805e-01,-2.837908939195458724e-01,-3.720656530746692114e-01,2.855781772996503487e-01,8.953220326988656219e-02,-3.723808661144830889e+00,-1.028419467595042924e+01,3.150480813900866650e+00
