# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
2.007095687050008337e+01,-2.138242171762847477e+01,2.913716842804772256e+01,-3.328165290901498707e+00,1.386575703143932969e-06,-3.163641106445445050e-01,5.994480836071494068e+00,-8.913333333332987829e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.011014152034919533e+01,-2.133103653352117846e+01,2.913374206724505200e+01,-3.264336792018715627e+00,-9.488434895677411163e-03,-3.272804307286613645e-01,5.995715856038627223e+00,-8.913315557337437856e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.014923182921631195e+01,-2.127958477476871124e+01,2.913020072437805652e+01,-3.200518271862152986e+00,-1.897479888687580996e-02,-3.382033161352092088e-01,5.996927836260568689e+00,-8.913262193407204270e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.018822767509961125e+01,-2.122806660195327311e+01,2.912654441049933851e+01,-3.136709929610983494e+00,-2.845767579071756259e-02,-3.491327113429545381e-01,5.998116744890293006e+00,-8.913173203388030652e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.022739250435727953e+01,-2.117613202089930624e+01,2.912274716159870991e+01,-3.072479219218186230e+00,-3.800132830201352618e-02,-3.601427672186542361e-01,5.999290379638256177e+00,-8.913047581890671811e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.026619841658351717e+01,-2.112448105473809079e+01,2.911886016056840276e+01,-3.008691902611573710e+00,-4.747711809579202580e-02,-3.710850580427415002e-01,6.000432893074071572e+00,-8.912886983887992054e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.030490950077058798e+01,-2.107276415859610097e+01,2.911485822392052825e+01,-2.944915362604769271e+00,-5.694933184583472752e-02,-3.820336907725629394e-01,6.001552240031648111e+00,-8.912690646541091555e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.034378726873876531e+01,-2.102062999579919733e+01,2.911071304452485009e+01,-2.880717274890175261e+00,-6.648215903867749077e-02,-3.930629445814725065e-01,6.002655745817461863e+00,-8.912456835848124870e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.038230768936420390e+01,-2.096878127962927607e+01,2.910648049500809265e+01,-2.816962961676667376e+00,-7.594710726314657379e-02,-4.040241345651757743e-01,6.003728508489683868e+00,-8.912188665464692017e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
2.042099325635807361e+01,-2.091651473043122778e+01,2.910210316476908332e+01,-2.752787654948372520e+00,-8.547255974672518519e-02,-4.150659164911834620e-01,6.004785051049035260e+00,-8.911882459840224646e-01,3.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
