# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
2.767658347624103143e+01,-9.698309276956656788e+00,2.913717369703851645e+01,-3.328000104746867471e+00,-1.591808796086446876e-05,2.292658275029884618e-01,6.202879457012890008e+00,-6.334999999929619152e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.769361053352752577e+01,-9.634247775911038758e+00,2.913955137221169522e+01,-3.262099770528224418e+00,-6.745643691373426343e-03,2.183757730107888095e-01,6.204110934669215816e+00,-6.334987363654005499e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.771064479545793091e+01,-9.569702409604685656e+00,2.914182864165525899e+01,-3.195728361631358538e+00,-1.352211150738180656e-02,2.074035007554770882e-01,6.205326708653108092e+00,-6.334949205716990939e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.772744526492576966e+01,-9.505586352120459992e+00,2.914397328704657042e+01,-3.129824886600433231e+00,-2.024944951391760561e-02,1.965042792359238677e-01,6.206509561811905051e+00,-6.334886053125340366e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.774413277087120733e+01,-9.441443386080413447e+00,2.914600182173957776e+01,-3.063920127239645019e+00,-2.697556932323319501e-02,1.856005894473357898e-01,6.207668159209887015e+00,-6.334797713211804959e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.776082491833685850e+01,-9.376816526155302256e+00,2.914792744537242086e+01,-2.997544828698851305e+00,-3.374834778115842759e-02,1.746147849507118377e-01,6.208810473823577425e+00,-6.334683274648020834e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.777728555037873193e+01,-9.312620099382533212e+00,2.914972291463244147e+01,-2.931638054552268891e+00,-4.047196506185612996e-02,1.637023259552367327e-01,6.209920328246618659e+00,-6.334544344139493299e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.779374911309768592e+01,-9.247939766512663695e+00,2.915141380209584199e+01,-2.865261105351417648e+00,-4.724218455103168512e-02,1.527078238963182899e-01,6.211013513773768757e+00,-6.334378930625499393e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.781009790694035644e+01,-9.183232880167173207e+00,2.915298689752705030e+01,-2.798883613097441270e+00,-5.401109092325662164e-02,1.417090588512031069e-01,6.212082018650288973e+00,-6.334187921520966214e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
2.782621747373897492e+01,-9.118957542909928549e+00,2.915443231745822672e+01,-2.732975225128715380e+00,-6.073080593910806790e-02,1.307839313791371583e-01,6.213118528325697554e+00,-6.333972927297839561e-01,2.000000000000000000e+00,2.218470645238115324e+00,2.061873125645007576e+00
