# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
-2.903422191582319201e+01,4.131003164644433845e+00,2.913716980403326673e+01,-3.328147414779235369e+00,5.523661535389301491e-07,8.996237931959421008e-01,4.117854212101197398e+00,2.659999999999815290e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.904496918343982514e+01,4.087312097011338352e+00,2.914669700705569255e+01,-3.284265608694590277e+00,2.834745278125494483e-03,8.887051912714043489e-01,4.119092948433268120e+00,2.659994688907071914e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.905560214946269681e+01,4.043598015186327999e+00,2.915610931535718819e+01,-3.240363964983545841e+00,5.669361328556110635e-03,8.777863890664772129e-01,4.120314865210244371e+00,2.659978763035609206e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.906610754520612971e+01,3.999916402355871980e+00,2.916539500945268770e+01,-3.196498198691013037e+00,8.500804764290215143e-03,8.668811810592792488e-01,4.121518458267087404e+00,2.659952267442367568e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.907651187358043998e+01,3.956157058971502050e+00,2.917457751520103315e+01,-3.152557645687959376e+00,1.133621872331910807e-02,8.559620021236385989e-01,4.122706777534739686e+00,2.659915139947495177e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.908678880284383439e+01,3.912430733145878747e+00,2.918363359310404803e+01,-3.108653512700490840e+00,1.416842721257963178e-02,8.450564335002233030e-01,4.123876828889895485e+00,2.659867479063121043e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.909696425953360333e+01,3.868627112529072765e+00,2.919258608974706704e+01,-3.064675038808498453e+00,1.700457530012963736e-02,8.341369091036309191e-01,4.125031577310654285e+00,2.659809168999635598e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.910701249114658751e+01,3.824857057293030049e+00,2.920141234774918715e+01,-3.020733526710455585e+00,1.983748513490957155e-02,8.232310110002444281e-01,4.126168113302787432e+00,2.659740361665263175e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.911694636115920432e+01,3.781065520005444380e+00,2.921012369367763384e+01,-2.976773707159031446e+00,2.267072154556390440e-02,8.123249598693361717e-01,4.127287911886909022e+00,2.659660994726228966e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
-2.912676581377854390e+01,3.737252746618563215e+00,2.921872007860572040e+01,-2.932795827051617010e+00,2.550426861940935375e-02,8.014187634163507656e-01,4.128390979422152718e+00,2.659571072745017806e-01,3.000000000000000000e+00,1.379634180263836996e+00,4.914158640273527112e+00
