# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
2.363638692803552743e+01,-1.860895769944458777e+01,3.008275409053374716e+01,1.366674418079583120e-06,-1.165411707138019892e-07,-1.541110080108890612e-01,1.243083528875669419e+00,-1.060021371012732361e-01,3.000000000000000000e+00
2.544406438223634126e+01,-1.523138524208341060e+01,2.941372809808230215e+01,3.758376532275034876e+00,-3.204900838906323823e-01,-2.879044229404475463e-01,1.234570571128289718e+00,-1.052762070303541186e-01,3.000000000000000000e+00
2.689850053634234328e+01,-1.164275386344141694e+01,2.833659670155108756e+01,7.464261425938754968e+00,-6.365040197642604092e-01,-4.229522652374448355e-01,1.208273188412912535e+00,-1.030337360272017139e-01,3.000000000000000000e+00
2.796631815968653711e+01,-7.887090092824044163e+00,2.685236947468269264e+01,1.106261672007869024e+01,-9.433485256789260198e-01,-5.560227648432296554e-01,1.163558754773515558e+00,-9.922077783497451620e-02,3.000000000000000000e+00
2.862169621556466481e+01,-4.015322199747814125e+00,2.497226234785680532e+01,1.449765721581377420e+01,-1.236266600063414600e+00,-6.836487956501123842e-01,1.100583921696576262e+00,-9.385069068098474132e-02,3.000000000000000000e+00
2.884820729961738905e+01,-8.349594086699663187e-02,2.271803758065648182e+01,1.771538119794267274e+01,-1.510653325319266216e+00,-8.023819405019677609e-01,1.020373097770536974e+00,-8.701082951533613274e-02,3.000000000000000000e+00
2.864006768009959458e+01,3.849587806403817591e+00,2.012152459217276856e+01,2.066619033205721223e+01,-1.762279275730666894e+00,-9.090727703662792036e-01,9.247959984571828551e-01,-7.886063160038211950e-02,3.000000000000000000e+00
2.800259366093496638e+01,7.725066384273765685e+00,1.722331245150238743e+01,2.330727948437848340e+01,-1.987494305869679900e+00,-1.001129497975645988e+00,8.164382637776932405e-01,-6.962058362237737164e-02,3.000000000000000000e+00
2.695178256814293860e+01,1.148672459660300404e+01,1.407074473753993615e+01,2.560449944743476891e+01,-2.183386391814960081e+00,-1.076708890214757020e+00,6.983840814772297456e-01,-5.955368519849513903e-02,3.000000000000000000e+00
2.551309242067054939e+01,1.508337570592199661e+01,1.071548784517341701e+01,2.753346879707259021e+01,-2.347876443138705582e+00,-1.134808397000004021e+00,5.739509785449381507e-01,-4.894283361002969845e-02,3.000000000000000000e+00
2.371962181150949789e+01,1.847067685815762772e+01,7.210977888041634642e+00,2.907987329571804480e+01,-2.479743834083627974e+00,-1.175253447061286316e+00,4.464241941747828513e-01,-3.806817284357547071e-02,3.000000000000000000e+00
2.160995682762399639e+01,2.161225130425293273e+01,3.610034799706895114e+00,3.023901738462640054e+01,-2.578588157717879525e+00,-1.198596543499322875e+00,3.188319979196736487e-01,-2.718793417391855011e-02,3.000000000000000000e+00
1.922599000286889037e+01,2.448007290775889544e+01,-3.708919500600948993e-02,3.101478090361438689e+01,-2.644740261729994657e+00,-1.205959311023565128e+00,1.937892232287286021e-01,-1.652509371435446905e-02,3.000000000000000000e+00
1.661089651212201801e+01,2.705428343561861126e+01,-3.684186686408965627e+00,3.141822866968546890e+01,-2.679143682271613258e+00,-1.198853196974455138e+00,7.341309851246602403e-02,-6.260195033383000873e-03,3.000000000000000000e+00
1.380746062456466916e+01,2.932252655401270047e+01,-7.289998020966047321e+00,3.146605758218518645e+01,-2.683222223111733307e+00,-1.179007479829808913e+00,-4.069398548178593256e-02,3.470120332250789530e-03,3.000000000000000000e+00
1.085679400817189588e+01,3.127901379923518377e+01,-1.081864056187239598e+01,3.117907541858826548e+01,-2.658750237163423069e+00,-1.148224102396179003e+00,-1.474132011880014970e-01,1.257044599167158466e-02,3.000000000000000000e+00
7.797430969505952270e+00,3.292347472249443285e+01,-1.423967013786391256e+01,3.058082127951511353e+01,-2.607734986942229938e+00,-1.108267378830486205e+00,-2.460485143213475556e-01,2.098142863516674200e-02,3.000000000000000000e+00
4.664810318550719259e+00,3.426007592651776434e+01,-1.752781947273649621e+01,2.969639997846811141e+01,-2.532317248848904967e+00,-1.060789494860786109e+00,-3.362510208759038055e-01,2.867331598188654559e-02,3.000000000000000000e+00
1.490989189392285530e+00,3.529644124976255171e+01,-2.066261693345972361e+01,2.855153858432662872e+01,-2.434690861205023538e+00,-1.007286109308973998e+00,-4.179435807283224391e-01,3.563953002018402372e-02,3.000000000000000000e+00
-1.695362510673772638e+00,3.604275878045795167e+01,-2.362783849738061903e+01,2.717188390723659097e+01,-2.317042818385579128e+00,-9.490769322945489250e-01,-4.912496799790761481e-01,4.189060084739239243e-02,3.000000000000000000e+00
