# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.819452543482729467e+01,-1.049003462813632659e+01,3.008275404604137648e+01,1.949885623631075759e-06,-2.104806371416856337e-07,-1.098811097698709771e-01,1.001542568532290067e+00,-1.081116323669706336e-01,3.000000000000000000e+00
-2.663135251671933190e+01,-1.315813091200449136e+01,2.954807885844637383e+01,3.028124325886315305e+00,-3.268712425887745354e-01,-2.434504657080520107e-01,9.947164698422471529e-01,-1.073747883273208220e-01,3.000000000000000000e+00
-2.470009454570306318e+01,-1.564402527279401944e+01,2.860488762319086575e+01,6.014079564856283255e+00,-6.491905380460034625e-01,-3.793984626106331470e-01,9.735198682113243018e-01,-1.050867186286861543e-01,3.000000000000000000e+00
-2.241090625229334776e+01,-1.790274835801407960e+01,2.724701660383099622e+01,8.912443803346072002e+00,-9.620548124785686106e-01,-5.169974345953631811e-01,9.366694621590010428e-01,-1.011088971392404834e-01,3.000000000000000000e+00
-1.977791147871736399e+01,-1.988616631621930608e+01,2.547091856392565035e+01,1.167346837864394615e+01,-1.260093940539006363e+00,-6.552288152838434687e-01,8.825895327504824639e-01,-9.527123269007634065e-02,3.000000000000000000e+00
-1.682052498960846521e+01,-2.154250347328229154e+01,2.327673516501336337e+01,1.424217678840375001e+01,-1.537373477105148822e+00,-7.926455255946438516e-01,8.093987894107689263e-01,-8.737064914503123170e-02,3.000000000000000000e+00
-1.356526715458254451e+01,-2.281601056307535913e+01,2.066988205567021808e+01,1.655742640597851789e+01,-1.787293374029573112e+00,-9.271842378296735188e-01,7.149230047663062138e-01,-7.717244927018096501e-02,3.000000000000000000e+00
-1.004811604483604803e+01,-2.364699105355991549e+01,1.766326251226909960e+01,1.855111755882174762e+01,-2.002502604013011389e+00,-1.055917964642583584e+00,5.967584226399270664e-01,-6.441715931743846602e-02,3.000000000000000000e+00
-6.317558494635092892e+00,-2.397241680986214973e+01,1.428034167741394356e+01,2.014770943690137983e+01,-2.174846905280193532e+00,-1.174737700387683104e+00,4.524321101004835088e-01,-4.883783824573330323e-02,3.000000000000000000e+00
-2.438420395863430734e+00,-2.372759359063936202e+01,1.055931720372378635e+01,2.126444410205207092e+01,-2.295392962296172179e+00,-1.277972016587562543e+00,2.797334716205288618e-01,-3.019586305641884169e-02,3.000000000000000000e+00
1.503738968534688025e+00,-2.284955540760716275e+01,6.558421397763028793e+00,2.181298593732541846e+01,-2.354605376322549848e+00,-1.358001638870819816e+00,7.731865455792447106e-02,-8.346171415284799056e-03,3.000000000000000000e+00
5.398076132921397097e+00,-2.128307966093239045e+01,2.362283881544298580e+00,2.170344894253491219e+01,-2.342781392316829248e+00,-1.405012609153150072e+00,-1.542830898384145444e-01,1.665410658829448443e-02,3.000000000000000000e+00
9.105105021850153690e+00,-1.899031812420066245e+01,-1.911562400447604837e+00,2.085220673052852547e+01,-2.250893949914310799e+00,-1.407196631301386169e+00,-4.111840154781944978e-01,4.438530773754139486e-02,3.000000000000000000e+00
1.245689739000826712e+01,-1.596458687950587496e+01,-6.108060408774119487e+00,1.919481174281963121e+01,-2.071986249704794059e+00,-1.351896880079971552e+00,-6.843011662439706377e-01,7.386697124783493662e-02,3.000000000000000000e+00
1.526445917494674731e+01,-1.224728029900455262e+01,-1.003564435984959857e+01,1.670431334191668782e+01,-1.803149101900360929e+00,-1.228255127207098951e+00,-9.577860789712107081e-01,1.033883328670512081e-01,3.000000000000000000e+00
1.733594048766103768e+01,-7.943764433187567420e+00,-1.347776459797942472e+01,1.341238082944011900e+01,-1.447801053052778952e+00,-1.031451894786437951e+00,-1.209023442386924163e+00,1.305081801145333287e-01,3.000000000000000000e+00
1.850638599785506955e+01,-3.230202559371807780e+00,-1.621839050595484011e+01,9.425977838979724410e+00,-1.017488305385127800e+00,-7.673050631944797750e-01,-1.411765146500701285e+00,1.523931576175091562e-01,3.000000000000000000e+00
1.867256256289962479e+01,1.657488092754605180e+00,-1.807850293535962649e+01,4.929146457731711450e+00,-5.320773040153263800e-01,-4.544063433951161524e-01,-1.542678818697294396e+00,1.665246496229554340e-01,3.000000000000000000e+00
1.781918145224181771e+01,6.455273877873707988e+00,-1.895170271459362255e+01,1.626177977069760416e-01,-1.755379762618247685e-02,-1.211234833624890705e-01,-1.588747068766144244e+00,1.714974923874240942e-01,3.000000000000000000e+00
1.602306986083806351e+01,1.091384875881728433e+01,-1.882306028803396103e+01,-4.614664653655019322e+00,4.981305280552544845e-01,2.020007510107695858e-01,-1.551128923648654290e+00,1.674367972127503434e-01,3.000000000000000000e+00
