# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
2.637003730796279299e+01,1.447733545942276123e+01,3.008275435574356393e+01,9.232436202211147247e-07,-8.188832145705760013e-08,1.313819933665697492e-01,1.266463025158419242e+00,-1.123306228983642768e-01,3.000000000000000000e+00
2.469516195280055015e+01,1.794355950071044603e+01,3.028270808959968008e+01,3.829435389677337653e+00,-3.396568665063774972e-01,1.394190252863469759e-03,1.258276994710250785e+00,-1.116045520372013627e-01,3.000000000000000000e+00
2.270584903942349442e+01,2.118177968524121368e+01,3.009730421027378000e+01,7.610518489214348037e+00,-6.750250623116530457e-01,-1.225748320394740576e-01,1.234856041589918130e+00,-1.095271994413359873e-01,3.000000000000000000e+00
2.044173832390165302e+01,2.416421442630136340e+01,2.954792036585767789e+01,1.129999053389785502e+01,-1.002267693728830178e+00,-2.385549520406616275e-01,1.198156311068474089e+00,-1.062720680180082311e-01,3.000000000000000000e+00
1.794389270218002963e+01,2.687098603210489145e+01,2.866098545680915777e+01,1.486081095585528722e+01,-1.318099398312279069e+00,-3.451804968446082200e-01,1.150310546914095955e+00,-1.020283243131043793e-01,3.000000000000000000e+00
1.525308296993807389e+01,2.928954248505733204e+01,2.746619781631787305e+01,1.826247566266137667e+01,-1.619814575002188173e+00,-4.416443374430262803e-01,1.093459575363088687e+00,-9.698585175777414691e-02,3.000000000000000000e+00
1.240852926732018524e+01,3.141371355181245661e+01,2.599496773455035736e+01,2.148079618637440191e+01,-1.905267795454520297e+00,-5.276119992508904177e-01,1.029628904220837748e+00,-9.132430546151901196e-02,3.000000000000000000e+00
9.446979978624723273e+00,3.324269656138554296e+01,2.427912194298097504e+01,2.449745565661699231e+01,-2.172834420482686824e+00,-6.031229367745396530e-01,9.606491791930281687e-01,-8.520605698066623102e-02,3.000000000000000000e+00
6.402182817655621250e+00,3.477999183362909008e+01,2.234992765131648085e+01,2.729933280918970340e+01,-2.421350642102198858e+00,-6.684911537119666569e-01,8.881162297106435233e-01,-7.877265052966250791e-02,3.000000000000000000e+00
3.304637319130793838e+00,3.603242034104457048e+01,2.023740283506649362e+01,2.987776289999517232e+01,-2.650047929307906891e+00,-7.242170864210653036e-01,8.133805361841542902e-01,-7.214386876517187019e-02,3.000000000000000000e+00
1.815355602118017275e-01,3.700926920975113177e+01,1.796985304511330739e+01,3.222782001083906778e+01,-2.858489371232201481e+00,-7.709154057843701224e-01,7.375560050880656249e-01,-6.541851110387369994e-02,3.000000000000000000e+00
-2.943115788068498606e+00,3.772155694866822984e+01,1.557362478726716937e+01,3.434761697274319658e+01,-3.046507582911902379e+00,-8.092584469600240249e-01,6.615413519823846178e-01,-5.867629031799948686e-02,3.000000000000000000e+00
-6.048292425626164537e+00,3.818144357913544695e+01,1.307299962419932271e+01,3.623769298880345957e+01,-3.214150389682949971e+00,-8.399349685751180683e-01,5.860468648073446918e-01,-5.198020634136383405e-02,3.000000000000000000e+00
-9.115723574944190943e+00,3.840176706954321872e+01,1.049017168911972675e+01,3.790049916691409493e+01,-3.361635195820934729e+00,-8.636216905277526168e-01,5.116220174323339309e-01,-4.537899548982327058e-02,3.000000000000000000e+00
-1.212958997026560581e+01,3.839567964724430027e+01,7.845337398380626937e+00,3.933993618912258938e+01,-3.489307977509465530e+00,-8.809642667834761687e-01,4.386832267693530074e-01,-3.890959241538202024e-02,3.000000000000000000e+00
-1.507626950379879638e+01,3.817638177258128707e+01,5.156790388665674740e+00,4.056100010045177129e+01,-3.597611865608498327e+00,-8.925662575006462207e-01,3.675378989995866652e-01,-3.259926291824848110e-02,3.000000000000000000e+00
-1.794405222852144632e+01,3.775692810600906313e+01,2.441077962369361032e+00,4.156947626940178964e+01,-3.687060001073914073e+00,-8.989832470651323293e-01,2.984063683915292309e-01,-2.646754983949591022e-02,3.000000000000000000e+00
-2.072291792876901440e+01,3.715008984730555852e+01,-2.868701838091922696e-01,4.237171256306238121e+01,-3.758215416422339139e+00,-9.007209471119517197e-01,2.314395469767024649e-01,-2.052783852253105279e-02,3.000000000000000000e+00
-2.340429444816810900e+01,3.636826640339739924e+01,-3.013572623072953149e+00,4.297442636944992245e+01,-3.811673919320588411e+00,-8.982356680728003084e-01,1.667345299682367055e-01,-1.478874095645641221e-02,3.000000000000000000e+00
-2.598088140784308209e+01,3.542342349285538461e+01,-5.726871460094745458e+00,4.338456604919492321e+01,-3.848051803858771436e+00,-8.919364251526775700e-01,1.043464634588193163e-01,-9.255148397328358950e-03,3.000000000000000000e+00
