# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
1.003519408868060125e+01,-2.835960150796090673e+01,3.008275449635265275e+01,-1.702971529127239592e-06,1.947104124599974284e-07,-1.619836336443711278e-01,1.166963559782755677e+00,-1.334255755553334366e-01,3.000000000000000000e+00
1.315177803830944825e+01,-2.652158650308924592e+01,2.938967161422650065e+01,3.528212939248444258e+00,-4.034006359107178419e-01,-2.960076169357710452e-01,1.158947964515677498e+00,-1.325091069964286494e-01,3.000000000000000000e+00
1.608447747637910297e+01,-2.431363112042426522e+01,2.828649734414498340e+01,7.006806396947029114e+00,-8.011279945120912682e-01,-4.322646141908611517e-01,1.133992772068474375e+00,-1.296558380254746179e-01,3.000000000000000000e+00
1.878183448201739836e+01,-2.175065157357059675e+01,2.677012783332734003e+01,1.038263864947725068e+01,-1.187106080542433162e+00,-5.682655131175946561e-01,1.090969109354121835e+00,-1.247366981671317598e-01,3.000000000000000000e+00
2.119245699396095972e+01,-1.885622104923257325e+01,2.484564229668750457e+01,1.359976220638679401e+01,-1.554938099472987112e+00,-7.011095820157340341e-01,1.029176629764842144e+00,-1.176716128137161865e-01,3.000000000000000000e+00
2.326685456632253590e+01,-1.566310408745850857e+01,2.252741917057161913e+01,1.660096440014046237e+01,-1.898082601889205634e+00,-8.275697127507144479e-01,9.484895938361331824e-01,-1.084462054576835477e-01,3.000000000000000000e+00
2.495950782185408556e+01,-1.221340592320921736e+01,1.983996724129670497e+01,1.932965617621569621e+01,-2.210069439596220597e+00,-9.442320111227837653e-01,8.494871825503705898e-01,-9.712669715219043876e-02,3.000000000000000000e+00
2.623117052311914321e+01,-8.557992411891948592e+00,1.681814673708458585e+01,2.173222050538399230e+01,-2.484768272940828915e+00,-1.047694764541208912e+00,7.335376808630179601e-01,-8.386953169205459135e-02,3.000000000000000000e+00
2.705102248619140681e+01,-4.755374613198532607e+00,1.350683598601606761e+01,2.376039851922659096e+01,-2.716661391245224433e+00,-1.134800038545740630e+00,6.028189616154489006e-01,-6.892371765591634447e-02,3.000000000000000000e+00
2.739856757426899847e+01,-8.698516049274842565e-01,9.959813755029909288e+00,2.537368272571255190e+01,-2.901117342744507166e+00,-1.202878000340626752e+00,4.602529097075972464e-01,-5.262333074923537801e-02,3.000000000000000000e+00
2.726496846269723662e+01,3.030929488302635644e+00,6.237904300643888789e+00,2.654137584582854004e+01,-3.034626333078775495e+00,-1.249964314199457416e+00,3.093515464866271047e-01,-3.536992033118378786e-02,3.000000000000000000e+00
2.665363230574018161e+01,6.878680088683219118e+00,2.406621180641593583e+00,2.724403639761035123e+01,-3.114965507130593725e+00,-1.274953244788111784e+00,1.539940710250602418e-01,-1.760701727691700580e-02,3.000000000000000000e+00
2.557998709250766822e+01,1.060727983980975608e+01,-1.466556085716842261e+00,2.747420042937676499e+01,-3.141281468887177297e+00,-1.277663475200995880e+00,-1.838047887103011480e-03,2.101544604191860066e-04,3.000000000000000000e+00
2.407045730453404175e+01,1.415538397154470651e+01,-5.314981738168555125e+00,2.723628625404212045e+01,-3.114079389172960344e+00,-1.258806965260171884e+00,-1.543281228950030282e-01,1.764521132559902089e-02,3.000000000000000000e+00
2.216080049619727887e+01,1.746852372965030398e+01,-9.075378785572194573e+00,2.654573260059427042e+01,-3.035124465610248290e+00,-1.219871547421691016e+00,-3.000529408954939470e-01,3.430675791067949038e-02,3.000000000000000000e+00
1.989400878833600572e+01,2.050060837195025343e+01,-1.268995500010658439e+01,2.542753091866363135e+01,-2.907274112659799403e+00,-1.162943127987373870e+00,-4.361485644108308302e-01,4.986734396829061583e-02,3.000000000000000000e+00
1.731809150810112286e+01,2.321467302035684810e+01,-1.610784761303787604e+01,2.391439641882158895e+01,-2.734268846264299668e+00,-1.090501624717916229e+00,-5.603970230697503663e-01,6.407337634132853621e-02,3.000000000000000000e+00
1.448382955090910329e+01,2.558310486040674192e+01,-1.928608567160243936e+01,2.204473973756071459e+01,-2.520500372778677889e+00,-1.005218166355048126e+00,-6.712458589550690524e-01,7.674735369362108151e-02,3.000000000000000000e+00
1.144286140734340940e+01,2.758721863951816644e+01,-2.218982832817673767e+01,1.986073358543028888e+01,-2.270790537864347147e+00,-9.097814154268339948e-01,-7.677640148698111622e-01,8.778282296471062729e-02,3.000000000000000000e+00
8.246005523442333285e+00,2.921654935301192779e+01,-2.479225767923431434e+01,1.740650701750802654e+01,-1.990184867170415428e+00,-8.067604188501312779e-01,-8.495634959764121197e-01,9.713542249987319743e-02,3.000000000000000000e+00
