# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
1.926530483437596786e+01,-2.211105596069303303e+01,2.913717890964676727e+01,-3.327998083762240711e+00,-6.285786059101461376e-06,3.890085894189286297e-01,5.596974482224748471e+00,-2.228333333302168207e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.930834711380583357e+01,-2.206998219374865755e+01,2.914124312215112056e+01,-3.268688726551093993e+00,-2.367318068691726118e-03,3.781478379238556453e-01,5.598203838554349332e+00,-2.228328909662768420e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.935157377364760123e+01,-2.202857107568009098e+01,2.914521586205513159e+01,-3.209006234716067496e+00,-4.742676311472182604e-03,3.672166869873300099e-01,5.599418677008269896e+00,-2.228315575246288538e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.939471916609102209e+01,-2.198707560990375498e+01,2.914907171187252288e+01,-3.149316287732316866e+00,-7.117801645982413383e-03,3.562820982244952472e-01,5.600611342967882322e+00,-2.228293327677513813e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.943778312593150659e+01,-2.194549595530662955e+01,2.915281065683915074e+01,-3.089619114153864032e+00,-9.492684977819187964e-03,3.453441181483500877e-01,5.601781825271798354e+00,-2.228262164646308552e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.948076548827694054e+01,-2.190383227109742492e+01,2.915643268263859156e+01,-3.029914942561488189e+00,-1.186731721354228331e-02,3.344027933124351648e-01,5.602930112861386647e+00,-2.228222083884958404e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.952366608854702790e+01,-2.186208471680719256e+01,2.915993777540203524e+01,-2.970204001563615748e+00,-1.424168926063917873e-02,3.234581703109091766e-01,5.604056194780902445e+00,-2.228173083168219215e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.956648476247483615e+01,-2.182025345228783308e+01,2.916332592170842730e+01,-2.910486519794181604e+00,-1.661579202760965490e-02,3.125102957780688251e-01,5.605160060177674985e+00,-2.228115160313371979e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.960922134610703083e+01,-2.177833863771187950e+01,2.916659710858452215e+01,-2.850762725912304063e+00,-1.898961642397911653e-02,3.015592163882095944e-01,5.606241698302254051e+00,-2.228048313180274465e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.965187567580463579e+01,-2.173634043357174050e+01,2.916975132350489019e+01,-2.791032848601224359e+00,-2.136315336034100287e-02,2.906049788553376478e-01,5.607301098508578718e+00,-2.227972539671414509e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.969444758824357677e+01,-2.169425900067917823e+01,2.917278855439199248e+01,-2.731297116567549921e+00,-2.373639374838609761e-02,2.796476299329441750e-01,5.608338250254131019e+00,-2.227887837731959975e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.973693692041548076e+01,-2.165209450016450177e+01,2.917570878961623748e+01,-2.671555758540117509e+00,-2.610932850094838109e-02,2.686872164137137364e-01,5.609353143100102912e+00,-2.227794205349812318e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.977934350962787846e+01,-2.160984709347641441e+01,2.917851201799599181e+01,-2.611809003269753404e+00,-2.848194853201468923e-02,2.577237851293874282e-01,5.610345766711541060e+00,-2.227691640555657104e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.982166719350568229e+01,-2.156751694238047889e+01,2.918119822879767611e+01,-2.552057079527134675e+00,-3.085424475680886847e-02,2.467573829502814897e-01,5.611316110857526240e+00,-2.227580141423013416e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
1.986390780999075645e+01,-2.152510420895959342e+01,2.918376741173572952e+01,-2.492300216103435773e+00,-3.322620809176635159e-02,2.357880567853164744e-01,5.612264165411303907e+00,-2.227459706068287970e-01,0.000000000000000000e+00,2.260964228365963447e+00,2.628427591361024440e+00
