# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
2.828591984080820865e+01,-7.743256533765880967e+00,2.913716236497145928e+01,-3.328220591491124480e+00,-8.475672269997458486e-07,4.984468997766705045e-01,5.782176601615088174e+00,7.583333333316942537e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.830054456945222796e+01,-7.683108400388792170e+00,2.914241984823959086e+01,-3.266548997936997267e+00,8.078890024938861769e-04,4.875155737405837408e-01,5.783413562381282347e+00,7.583318195441078602e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.831505522723789525e+01,-7.622933023365771277e+00,2.914756043671880548e+01,-3.204867918457982690e+00,1.616575360908492631e-03,4.765810270405725912e-01,5.784627527293387139e+00,7.583272714769360989e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.832945176271167753e+01,-7.562730616073451984e+00,2.915258411218101386e+01,-3.143177571769803613e+00,2.425208640485537748e-03,4.656433128205222927e-01,5.785818486396893334e+00,7.583196886257305425e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.834373412482462129e+01,-7.502501391984768730e+00,2.915749085681267871e+01,-3.081478176621506471e+00,3.233785973875968889e-03,4.547024842610084550e-01,5.786986429878912652e+00,7.583090705049794211e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.835781245493318536e+01,-7.442629130177245145e+00,2.916225053966707392e+01,-3.020162704484719463e+00,4.037159089450403915e-03,4.438282535583842892e-01,5.788124134370485230e+00,7.582955131439146623e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.837186704622292410e+01,-7.382347080565881292e+00,2.916692411530184970e+01,-2.958445922898643943e+00,4.845616330860100240e-03,4.328813749798441357e-01,5.789246164366891101e+00,7.582788424276923345e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.838580731375092014e+01,-7.322038853782473211e+00,2.917148070925767911e+01,-2.896720747894802273e+00,5.654009043528127054e-03,4.219315414792221275e-01,5.790345150213786596e+00,7.582591351018111436e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.839963320808617553e+01,-7.261704663674785287e+00,2.917592030537725378e+01,-2.834987398345337084e+00,6.462334360963717383e-03,4.109788063787190304e-01,5.791421082665444864e+00,7.582363907565177474e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.841334468020323811e+01,-7.201344724182815682e+00,2.918024288791816190e+01,-2.773246093151546354e+00,7.270589416912831560e-03,4.000232230349133333e-01,5.792473952618523825e+00,7.582106090010617971e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.842694168148240053e+01,-7.140959249337694104e+00,2.918444844155288109e+01,-2.711497051242766076e+00,8.078771345372881552e-03,3.890648448382472702e-01,5.793503751112234923e+00,7.581817894637074562e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.844042416370987780e+01,-7.080548453261100050e+00,2.918853695136888504e+01,-2.649740491575763635e+00,8.886877280600530282e-03,3.781037252126002723e-01,5.794510469328469249e+00,7.581499317917463066e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.845379207907787489e+01,-7.020112550164838261e+00,2.919250840286865412e+01,-2.587976633134315030e+00,9.694904357117409277e-03,3.671399176148966159e-01,5.795494098591947640e+00,7.581150356515081734e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.846704538018498098e+01,-6.959651754349118313e+00,2.919636278196977841e+01,-2.526205694927438294e+00,1.050284970973304477e-02,3.561734755344713732e-01,5.796454630370376115e+00,7.580771007283750029e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.848018402003611982e+01,-6.899166280202755352e+00,2.920010007500495419e+01,-2.464427895989601325e+00,1.131071047354226256e-02,3.452044524927894154e-01,5.797392056274573768e+00,7.580361267267896053e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.849320795204277701e+01,-6.838656342202185989e+00,2.920372026872205851e+01,-2.402643455379716464e+00,1.211848378393833026e-02,3.342329020429456454e-01,5.798306368058603333e+00,7.579921133702698099e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.850611713002318837e+01,-6.778122154910541042e+00,2.920722335028419181e+01,-2.340852592180192815e+00,1.292616677662528080e-02,3.232588777691734472e-01,5.799197557619937271e+00,7.579450604014176252e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.851891150820252463e+01,-6.717563932976817753e+00,2.921060930726973126e+01,-2.279055525496092471e+00,1.373375658762902851e-02,3.122824332863772256e-01,5.800065616999565243e+00,7.578949675819307563e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.853159104121303713e+01,-6.656981891135181684e+00,2.921387812767236269e+01,-2.217252474454414646e+00,1.454125035330662563e-02,3.013036222396798802e-01,5.800910538382148651e+00,7.578418346926128757e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.854415568409413595e+01,-6.596376244204608774e+00,2.921702979990111615e+01,-2.155443658203735957e+00,1.534864521035109175e-02,2.903224983040367246e-01,5.801732314096135212e+00,7.577856615333844470e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.855660539229265638e+01,-6.535747207087601929e+00,2.922006431278042982e+01,-2.093629295912896815e+00,1.615593829580848351e-02,2.793391151836779329e-01,5.802530936613906398e+00,7.577264479232929950e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.856894012166306496e+01,-6.475094994769260204e+00,2.922298165555019978e+01,-2.031809606770050181e+00,1.696312674709030133e-02,2.683535266116167106e-01,5.803306398551900003e+00,7.576641937005217098e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.858115982846745595e+01,-6.414419822317147357e+00,2.922578181786576934e+01,-1.969984809982533669e+00,1.777020770197527966e-02,2.573657863493007403e-01,5.804058692670730935e+00,7.575988987224001325e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.859326446937576449e+01,-6.353721904880410776e+00,2.922846478979799656e+01,-1.908155124775968048e+00,1.857717829862101655e-02,2.463759481861258760e-01,5.804787811875322667e+00,7.575305628654141477e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.860525400146597619e+01,-6.293001457688625955e+00,2.923103056183330040e+01,-1.846320770393080402e+00,1.938403567557946128e-02,2.353840659389013212e-01,5.805493749215031585e+00,7.574591860252136155e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.861712838222424438e+01,-6.232258696051252045e+00,2.923347912487366784e+01,-1.784481966093146355e+00,2.019077697180404751e-02,2.243901934514262730e-01,5.806176497883763332e+00,7.573847681166213930e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.862888756954501801e+01,-6.171493835356989699e+00,2.923581047023670010e+01,-1.722638931151343478e+00,2.099739932665831144e-02,2.133943845940425577e-01,5.806836051220100714e+00,7.573073090736444357e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.864053152173116956e+01,-6.110707091073187769e+00,2.923802458965564810e+01,-1.660791884858137557e+00,2.180389987992376044e-02,2.023966932632038085e-01,5.807472402707407610e+00,7.572268088494792104e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.865206019749435029e+01,-6.049898678743759639e+00,2.924012147527943384e+01,-1.598941046517174058e+00,2.261027577182739279e-02,1.913971733807662556e-01,5.808085545973967534e+00,7.571432674165202992e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.866347355595481261e+01,-5.989068813990485296e+00,2.924210111967268944e+01,-1.537086635446589966e+00,2.341652414302468344e-02,1.803958788938979652e-01,5.808675474793074223e+00,7.570566847663701138e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.867477155664175470e+01,-5.928217712510867266e+00,2.924396351581575715e+01,-1.475228870976841300e+00,2.422264213462779758e-02,1.693928637743598586e-01,5.809242183083165756e+00,7.569670609098461123e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.868595415949340932e+01,-5.867345590077827744e+00,2.924570865710472845e+01,-1.413367972450394916e+00,2.502862688820962911e-02,1.583881820181225475e-01,5.809785664907909819e+00,7.568743958769863500e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.869702132485727830e+01,-5.806452662538425180e+00,2.924733653735150085e+01,-1.351504159220418444e+00,2.583447554582093963e-02,1.473818876448017567e-01,5.810305914476346700e+00,7.567786897170586391e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.870797301349008634e+01,-5.745539145814066551e+00,2.924884715078374242e+01,-1.289637650651003220e+00,2.664018524998744419e-02,1.363740346973672801e-01,5.810802926142963010e+00,7.566799424985670708e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.871887778043216599e+01,-5.684217393930310891e+00,2.925024898402767093e+01,-1.227374910311850975e+00,2.745087950150103262e-02,1.252946064746681409e-01,5.811279635131810117e+00,7.565774967678977336e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.872959766397706005e+01,-5.623263219298191729e+00,2.925152430178390617e+01,-1.165503655533536076e+00,2.825630179850785462e-02,1.142837895408550103e-01,5.811730006663400339e+00,7.564726483624004127e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.874020195527803878e+01,-5.562289105054886384e+00,2.925268233787616623e+01,-1.103630364957326471e+00,2.906157655448543542e-02,1.032715766408478508e-01,5.812157124197777414e+00,7.563647592201985792e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.875069061673315218e+01,-5.501295267409623158e+00,2.925372308819813938e+01,-1.041755257980854665e+00,2.986670091399525051e-02,9.225802190603252240e-02,5.812560982673239174e+00,7.562538294869278199e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.876106361115049381e+01,-5.440281922641340806e+00,2.925464654905941231e+01,-9.798785540079686385e-01,3.067167202213508248e-02,8.124317948864422101e-02,5.812941577174055574e+00,7.561398593274915036e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.877132090174834289e+01,-5.379249287098031296e+00,2.925545271718548435e+01,-9.180004724480523848e-01,3.147648702454772240e-02,7.022710356131597886e-02,5.813298902930565504e+00,7.560228489260648055e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.878146245215517851e+01,-5.318197577196436932e+00,2.925614158971773904e+01,-8.561212327157345925e-01,3.228114306742482786e-02,5.920984831668871934e-02,5.813632955319264717e+00,7.559027984861022009e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.879148822640994609e+01,-5.257127009420589303e+00,2.925671316421349388e+01,-7.942410542293929510e-01,3.308563729752636573e-02,4.819146796681295780e-02,5.813943729862903531e+00,7.557797082303398251e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
2.880146088727961740e+01,-5.195648955413848746e+00,2.925716995411082877e+01,-7.319663304142398630e-01,3.389508526575907288e-02,3.710188312594085713e-02,5.814232977330565433e+00,7.556527659484899018e-02,0.000000000000000000e+00,1.352397598839296888e+00,1.947640944828947340e+00
