# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
-6.688901531332314576e+00,2.932968966986063464e+01,3.008275419282930585e+01,-6.421325284833301339e-07,9.957321434050925291e-08,1.169870295611660782e-01,1.118913729830810277e+00,-1.735059856035766901e-01,3.000000000000000000e+00
-1.006157088433806379e+01,2.872050621039577578e+01,3.023873371440313207e+01,3.383257688842487454e+00,-5.246297763655625168e-01,-1.340049087202041522e-02,1.111642761773952826e+00,-1.723785023621404178e-01,3.000000000000000000e+00
-1.330517123062114671e+01,2.774215342858690292e+01,3.000608686585838569e+01,6.723279566801200424e+00,-1.042555128805704001e+00,-1.392936471680530086e-01,1.090561951216858727e+00,-1.691095757992462645e-01,3.000000000000000000e+00
-1.638351249316372815e+01,2.641871769428378158e+01,2.940025019472654577e+01,9.979905223724554020e+00,-1.547548524884435839e+00,-2.595308330597353441e-01,1.056790790903057164e+00,-1.638728016860994396e-01,3.000000000000000000e+00
-1.926447970350780636e+01,2.477663167052901727e+01,2.843985390736214569e+01,1.311638552729364804e+01,-2.033911406926510956e+00,-3.731597491751115214e-01,1.011450330682178933e+00,-1.568420172488285136e-01,3.000000000000000000e+00
-2.191985318255631654e+01,2.284411751838071680e+01,2.714613902926667066e+01,1.609933107496007310e+01,-2.496466198642155021e+00,-4.794054080052095879e-01,9.556386770889484517e-01,-1.481875019750521216e-01,3.000000000000000000e+00
-2.432511727626344822e+01,2.065072212781875294e+01,2.554246174297667338e+01,1.889863004085386677e+01,-2.930543565938306116e+00,-5.776404841192575024e-01,8.904150741409005976e-01,-1.380735090796136599e-01,3.000000000000000000e+00
-2.645922855948425934e+01,1.822696197149568675e+01,2.365389559233943828e+01,2.148730288542031985e+01,-3.331959887257048170e+00,-6.673571459441500764e-01,8.167915331125727985e-01,-1.266569675633369974e-01,3.000000000000000000e+00
-2.830440926758826947e+01,1.560402764444041424e+01,2.150689748801161727e+01,2.384136825636486989e+01,-3.696996459310502026e+00,-7.481429534894419309e-01,7.357293221338515599e-01,-1.140869378674865264e-01,3.000000000000000000e+00
-2.984592983662700760e+01,1.281357893567795614e+01,1.912905955686562720e+01,2.593967850416969867e+01,-4.022373991055074427e+00,-8.196590770597621534e-01,6.481402702412877304e-01,-1.005048140883815222e-01,3.000000000000000000e+00
-3.107192464931996767e+01,9.887588522703607552e+00,1.654891578038516542e+01,2.776377650622209359e+01,-4.305230401916590566e+00,-8.816222559039785800e-01,5.548909438319791221e-01,-8.604497160529467337e-02,3.000000000000000000e+00
-3.197323740989396512e+01,6.858221332471925002e+00,1.379578999470935941e+01,2.929777320013889153e+01,-4.543101831317057027e+00,-9.337900330780819491e-01,4.568087923452177623e-01,-7.083572006951890931e-02,3.000000000000000000e+00
-3.254329035406797033e+01,3.757758852342809153e+00,1.089969301514311084e+01,3.052823820453011194e+01,-4.733905677624216324e+00,-9.759486120731780678e-01,3.546902708619060762e-01,-5.500056294706483218e-02,3.000000000000000000e+00
-3.277798831610321884e+01,6.185553201624874875e-01,7.891258592239223546e+00,3.144411701826987127e+01,-4.875927758536013457e+00,-1.007903443857224524e+00,2.493104132684655916e-01,-3.865968199525170873e-02,3.000000000000000000e+00
-3.267566062827025775e+01,-2.527014754684326014e+00,4.801679327904523120e+00,3.203668657429089706e+01,-4.967815418965068730e+00,-1.029472673201434096e+00,1.414324776968973185e-01,-2.193143294690520426e-02,3.000000000000000000e+00
-3.223703433850219824e+01,-5.646563357696920527e+00,1.662694123305529459e+00,3.229953092281647997e+01,-5.008573760323661972e+00,-1.040482621956300369e+00,3.181953272763260454e-02,-4.934142141760959610e-03,3.000000000000000000e+00
-3.146524731623420834e+01,-8.707721775709618584e+00,-1.493440892251133079e+00,3.222856106657815189e+01,-4.997568716300619940e+00,-1.040766040469783826e+00,-7.875429279614715172e-02,1.221214900470866255e-02,3.000000000000000000e+00
-3.036589149345949323e+01,-1.167817974100128708e+01,-4.633980910878407578e+00,3.182206522241324009e+01,-4.934534846749071946e+00,-1.030162671438268784e+00,-1.894921600427481312e-01,2.938387751961822614e-02,3.000000000000000000e+00
-2.894709753844687228e+01,-1.452571561196475614e+01,-7.725703044056346336e+00,3.108079703177247310e+01,-4.819589016177170393e+00,-1.008522459699666918e+00,-2.995617211141029523e-01,4.645197416503721310e-02,3.000000000000000000e+00
-2.721964938200479622e+01,-1.721827015623740920e+01,-1.073495279382048828e+01,3.000810211324183285e+01,-4.653250017799028804e+00,-9.757116804321355197e-01,-4.080829340614065548e-01,6.327997395565973515e-02,3.000000000000000000e+00
