# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.463985377695160395e+01,1.725832287842673551e+01,3.008275424101961804e+01,-1.654704622211511378e-07,2.296345757990536640e-08,1.205335222182346011e-01,1.052644007993241537e+00,-1.460825471495156291e-01,3.000000000000000000e+00
-2.661989149655083509e+01,1.472197521180854629e+01,3.024945219088055026e+01,3.182877980784805771e+00,-4.417095610372172576e-01,-9.906631141168409371e-03,1.045800737743656228e+00,-1.451328601315866051e-01,3.000000000000000000e+00
-2.825739950337456108e+01,1.199595843986019261e+01,3.002678244488724246e+01,6.324991349210504765e+00,-8.777619403855048130e-01,-1.363235895860046010e-01,1.025890321329038901e+00,-1.423697566297676964e-01,3.000000000000000000e+00
-2.954107018130350681e+01,9.119555051486182506e+00,2.942801944791196433e+01,9.388044750814513506e+00,-1.302842632018696323e+00,-2.580204639776957909e-01,9.937509863686653233e-01,-1.379095631749515938e-01,3.000000000000000000e+00
-3.046257908609586451e+01,6.131225802785766454e+00,2.846840964475434532e+01,1.233610484805522489e+01,-1.711964923015993012e+00,-3.743851002587365584e-01,9.501049585441034839e-01,-1.318525079225061902e-01,3.000000000000000000e+00
-3.101622900562220408e+01,3.068780807779955655e+00,2.716497809476287983e+01,1.513525908753256033e+01,-2.100422538375201764e+00,-4.848505567981951092e-01,8.955682620080008816e-01,-1.242840807214602994e-01,3.000000000000000000e+00
-3.119870674782103137e+01,-3.042782861732273858e-02,2.553643977692267697e+01,1.775332121300542099e+01,-2.463748773057198527e+00,-5.888618227353924484e-01,8.306630881944446765e-01,-1.152767496181921897e-01,3.000000000000000000e+00
-3.100893733446399736e+01,-3.129272712094282038e+00,2.360321400663959679e+01,2.015955913746446981e+01,-2.797678726948123362e+00,-6.858459296956573858e-01,7.558326349869127769e-01,-1.048920201883932618e-01,3.000000000000000000e+00
-3.044803920131867869e+01,-6.190623810034704633e+00,2.138751817048738957e+01,2.232448503886721625e+01,-3.098120175021140899e+00,-7.751854401940326822e-01,6.714577698661835514e-01,-9.318274799509912443e-02,3.000000000000000000e+00
-2.951936955698160148e+01,-9.177125894255221183e+00,1.891353255819237233e+01,2.421970057588311676e+01,-3.361132086875767477e+00,-8.561937339049505713e-01,5.778759262413883935e-01,-8.019576096068901927e-02,3.000000000000000000e+00
-2.822867552285219261e+01,-1.205095369456039123e+01,1.620766462387019402e+01,2.581778413059151944e+01,-3.582908978642441955e+00,-9.280904034860748553e-01,4.754042919584023363e-01,-6.597507739344035671e-02,3.000000000000000000e+00
-2.658433537755195886e+01,-1.477363406727630313e+01,1.329884860287622850e+01,2.709228362179343463e+01,-3.759779915637062153e+00,-9.899785495590217588e-01,3.643662332162057038e-01,-5.056557301358761275e-02,3.000000000000000000e+00
-2.459772129962921028e+01,-1.730586467997533973e+01,1.021894664278844544e+01,2.801777553321483083e+01,-3.888216704105039945e+00,-1.040821709125443917e+00,2.451252645576087463e-01,-3.401769519929120911e-02,3.000000000000000000e+00
-2.228367409511447050e+01,-1.960741090539173115e+01,7.003196789504960051e+00,2.857005102764034632e+01,-3.964859719541703686e+00,-1.079422841888609153e+00,1.181268165659639102e-01,-1.639325937314449477e-02,3.000000000000000000e+00
-1.966112036783772155e+01,-2.163707321461284749e+01,3.690737198728603730e+00,2.872644019964856810e+01,-3.986562905443191251e+00,-1.104406261385233234e+00,-1.604812397193489115e-02,2.227106988677701738e-03,3.000000000000000000e+00
-1.675381782808962683e+01,-2.335279438723258849e+01,3.251550893287475930e-01,2.846632257549913447e+01,-3.950464618837570718e+00,-1.114206283326071745e+00,-1.566159128117833310e-01,2.173465226036671444e-02,3.000000000000000000e+00
-1.359126685638427112e+01,-2.471193096034154024e+01,-3.044922351866940602e+00,2.777186533330267793e+01,-3.854090078103816097e+00,-1.107067420721878914e+00,-3.025048214933289126e-01,4.198064541591801230e-02,3.000000000000000000e+00
-1.020974050412679723e+01,-2.567179260434614463e+01,-6.365293765529790093e+00,2.662904619227338188e+01,-3.695493316249781390e+00,-1.081064665731228613e+00,-4.522509409832798921e-01,6.276192987176246185e-02,3.000000000000000000e+00
-6.653467625974733402e+00,-2.619051485035899773e+01,-9.575715231948633388e+00,2.502903376504450605e+01,-3.473448741763423442e+00,-1.034155962784419236e+00,-6.038720204983849538e-01,8.380341524472437187e-02,3.000000000000000000e+00
-2.975822243954453494e+00,-2.622841471027347993e+01,-1.260970381198152168e+01,2.296996321910268080e+01,-3.187697559191112973e+00,-9.642831321871215833e-01,-7.547269213020869616e-01,1.047385728023151052e-01,3.000000000000000000e+00
