# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
2.756868506552776044e+00,-2.919676239019084107e+01,2.913716819832798066e+01,-3.328165773218215051e+00,2.871505921486772195e-06,-1.434034646837474836e-01,5.359390790229030976e+00,-1.569166666666574450e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
2.814752715795247440e+00,-2.918321474160405415e+01,2.913558427276734264e+01,-3.271132204952051481e+00,-1.669394652939792945e-02,-1.543123175278840742e-01,5.360626199283815119e+00,-1.569163541616174218e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
2.872786423404462663e+00,-2.916951267120881042e+01,2.913387934320308403e+01,-3.213927144215236620e+00,-3.343707029010323240e-02,-1.652598054142656869e-01,5.361844590856537529e+00,-1.569154122725004541e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
2.930792764104300119e+00,-2.915569739241600544e+01,2.913205807170180961e+01,-3.156724820397084574e+00,-5.017548746229805179e-02,-1.762126123840073721e-01,5.363042141931464002e+00,-1.569138404841028178e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
2.988595205430071289e+00,-2.914181149537375504e+01,2.913012653517460748e+01,-3.099699429602950307e+00,-6.685824296933617905e-02,-1.871373577193004012e-01,5.364215282925309580e+00,-1.569116459414127140e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.046546221991619507e+00,-2.912777030500554076e+01,2.912807295526803486e+01,-3.042503235614255175e+00,-8.358706690433459485e-02,-1.981006596489694738e-01,5.365371150041908344e+00,-1.569088147478422401e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.104469197273015624e+00,-2.911361606824405257e+01,2.912590305595934481e+01,-2.985310443849288120e+00,-1.003109896160891967e-01,-2.090691532523185070e-01,5.366506110349146930e+00,-1.569053521349212721e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.162363906472229313e+00,-2.909934884002260347e+01,2.912361684567002129e+01,-2.928121276276199225e+00,-1.170299461982005074e-01,-2.200427958282697161e-01,5.367620141862619931e+00,-1.569012576002435821e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.220230124896878987e+00,-2.908496867571304634e+01,2.912121433327296671e+01,-2.870935954849124894e+00,-1.337438717635275331e-01,-2.310215445817314084e-01,5.368713222669540208e+00,-1.568965306438216301e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.278067627965157271e+00,-2.907047563112555011e+01,2.911869552809245221e+01,-2.813754701507276135e+00,-1.504527014444545507e-01,-2.420053566236744225e-01,5.369785330929099487e+00,-1.568911707680967327e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.335876191206704977e+00,-2.905586976250837949e+01,2.911606043990409987e+01,-2.756577738174074366e+00,-1.671563703931439049e-01,-2.529941889712038483e-01,5.370836444872839621e+00,-1.568851774779500774e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.393831288601523166e+00,-2.904110618606873118e+01,2.911330053298054210e+01,-2.699231396915257708e+00,-1.839055960866740058e-01,-2.640214451022122044e-01,5.371869643892263291e+00,-1.568785291558034034e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.451581209497970537e+00,-2.902627449715411245e+01,2.911043255629998328e+01,-2.642063694039315180e+00,-2.005987329175319411e-01,-2.750202036786619231e-01,5.372878640168797126e+00,-1.568712656309265929e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.509301517152753291e+00,-2.901133015575663165e+01,2.910744832868058296e+01,-2.584900947513450564e+00,-2.172865143968828461e-01,-2.860238529178621425e-01,5.373866577196497296e+00,-1.568633672195357320e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.567167414374293077e+00,-2.899622725068200069e+01,2.910433825395411489e+01,-2.527569535633694908e+00,-2.340196088511864447e-01,-2.970658404901170835e-01,5.374836342131891875e+00,-1.568548065101358580e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.625003066606363955e+00,-2.898101112411560365e+01,2.910111124382729741e+01,-2.470243557365789044e+00,-2.507471848280782289e-01,-3.081126610500487528e-01,5.375784876312470040e+00,-1.568456060708099731e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.682633005990908703e+00,-2.896572849097124092e+01,2.909777762776363375e+01,-2.413097045797230500e+00,-2.674184777826217330e-01,-3.191307505805965339e-01,5.376709378475830192e+00,-1.568357962259376626e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.740407584295778687e+00,-2.895028644298635712e+01,2.909431713959082799e+01,-2.355782588080316486e+00,-2.841348381070147866e-01,-3.301870908678700700e-01,5.377615451201740449e+00,-1.568253168189760904e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.798151241160645952e+00,-2.893473135289467635e+01,2.909073975514708721e+01,-2.298474234751391343e+00,-3.008454842691645759e-01,-3.412481321620269847e-01,5.378500228901868851e+00,-1.568141962372824993e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.855863751114005034e+00,-2.891906328143412352e+01,2.908704548840102433e+01,-2.241172209582232178e+00,-3.175503510190544887e-01,-3.523138302363813534e-01,5.379363690283504695e+00,-1.568024340038825626e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.913544888805763566e+00,-2.890328228978382441e+01,2.908323435377763388e+01,-2.183876736320110812e+00,-3.342493731291756864e-01,-3.633841407699886505e-01,5.380205814130937902e+00,-1.567900296443794028e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
3.971369197074970714e+00,-2.888734007151268912e+01,2.907929427724240412e+01,-2.126414327087890577e+00,-3.509930965007013182e-01,-3.744926096889726330e-01,5.381029035688883688e+00,-1.567769421456594259e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.028986817844398161e+00,-2.887133308283433308e+01,2.907524909769010435e+01,-2.069132650342117241e+00,-3.676802155228989788e-01,-3.855720254514363732e-01,5.381828356266890268e+00,-1.567632501703767556e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.086572390359252793e+00,-2.885521336033815842e+01,2.907108709632181132e+01,-2.011858197265586679e+00,-3.843612941634388935e-01,-3.966559200106625216e-01,5.382606276065865281e+00,-1.567489146599624794e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.144300164963875766e+00,-2.883893157260503060e+01,2.906679513672279569e+01,-1.954417546699219521e+00,-4.010868230908514187e-01,-4.077778795925822708e-01,5.383365035586297864e+00,-1.567338887467513153e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.201820867644944002e+00,-2.882258623036716827e+01,2.906239918680823209e+01,-1.897158235451573471e+00,-4.177556067774480519e-01,-4.188706108020051055e-01,5.384100026141312334e+00,-1.567182628218347862e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.259483123645375180e+00,-2.880607826670357952e+01,2.905787260331691613e+01,-1.839733222538054491e+00,-4.344686724793469512e-01,-4.300013436094550223e-01,5.384815684416798476e+00,-1.567019416554594091e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.317112231245202381e+00,-2.878945714082619745e+01,2.905322855669722770e+01,-1.782316378346550323e+00,-4.511753987375605179e-01,-4.411364017028017170e-01,5.385509728154589837e+00,-1.566849711911287191e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.374707964053975218e+00,-2.877272291802952608e+01,2.904846706519284893e+01,-1.724907928433653481e+00,-4.678757199213091633e-01,-4.522757395985463336e-01,5.386182136581698643e+00,-1.566673509713480072e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.432270095811369437e+00,-2.875587566405265605e+01,2.904358814750894169e+01,-1.667508098323963850e+00,-4.845695704246890667e-01,-4.634193117184961519e-01,5.386832889006554659e+00,-1.566490805413311760e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
4.489798400389686250e+00,-2.873891544507851847e+01,2.903859182281189533e+01,-1.610117113507592457e+00,-5.012568846673980394e-01,-4.745670723901828647e-01,5.387461964819390658e+00,-1.566301594490108862e+00,4.000000000000000000e+00,2.682978016413896327e+00,3.277641239637340220e+00
