# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.439097574136443214e+01,-1.760830509662966747e+01,3.008275429530717560e+01,-3.221388222840460003e-07,4.644505358086803426e-08,-1.159703086686108553e-01,1.057109561031126521e+00,-1.524110329466067393e-01,3.000000000000000000e+00
-2.205235910382879894e+01,-1.990273454703574885e+01,2.952960923835215112e+01,3.196125543660270907e+00,-4.608082392719501375e-01,-2.495350773755966589e-01,1.049902877660008116e+00,-1.513719939508380019e-01,3.000000000000000000e+00
-1.940917662064840599e+01,-2.192187461865643883e+01,2.856838859701409916e+01,6.347778932709223554e+00,-9.152046104920570357e-01,-3.851029118668072848e-01,1.027576998254497775e+00,-1.481531125150139516e-01,3.000000000000000000e+00
-1.648615935703742608e+01,-2.362439468415423960e+01,2.719495220850432560e+01,9.407464437985593619e+00,-1.356341315277949322e+00,-5.213531145605129202e-01,9.890128160287382508e-01,-1.425930390236380407e-01,3.000000000000000000e+00
-1.331371848449795614e+01,-2.496873350161868288e+01,2.540963033187295395e+01,1.232421088047046531e+01,-1.776869474827316830e+00,-6.566414910748004097e-01,9.330391128024302372e-01,-1.345229105894130139e-01,3.000000000000000000e+00
-9.928897817391813874e+00,-2.591367390797894643e+01,2.321833234547075620e+01,1.504348065839845106e+01,-2.168926013707009215e+00,-7.889181330985416407e-01,8.584894116188084290e-01,-1.237745479010898403e-01,3.000000000000000000e+00
-6.376378862471880460e+00,-2.641925940248616200e+01,2.063389813984330345e+01,1.750732303985115124e+01,-2.524155761140706389e+00,-9.156419798197602544e-01,7.642921911277409386e-01,-1.101934620751901517e-01,3.000000000000000000e+00
-2.709516357954431687e+00,-2.644812901999018351e+01,1.767771906852528474e+01,1.965484546834023760e+01,-2.833779402499853273e+00,-1.033699576018748179e+00,6.496065289028002399e-01,-9.365841132149238524e-02,3.000000000000000000e+00
1.008757485692527878e+00,-2.596738833254640966e+01,1.438156625412057643e+01,2.142319117649359228e+01,-3.088734428848740610e+00,-1.139346918974782907e+00,5.140135753083993064e-01,-7.410900709753848181e-02,3.000000000000000000e+00
4.705336467493503427e+00,-2.495109489881472697e+01,1.078952904824489956e+01,2.274918816842122027e+01,-3.279912882505572558e+00,-1.228201352463448526e+00,3.577712666789995000e-01,-5.158243792627716789e-02,3.000000000000000000e+00
8.296928686044255485e+00,-2.338339632493191189e+01,6.959861323588690141e+00,2.357186072351397854e+01,-3.398523458476722325e+00,-1.295323148521071221e+00,1.821286721881058002e-01,-2.625879102853537206e-02,3.000000000000000000e+00
1.169101824629774988e+01,-2.126223481804417048e+01,2.966370108172847964e+00,2.383595944728432059e+01,-3.436600457090239757e+00,-1.335436033238291076e+00,-1.032641957416813305e-02,1.488833638401548809e-03,3.000000000000000000e+00
1.478819110378596413e+01,-1.860335181611927879e+01,-1.101126174195496077e+00,2.349652243017677478e+01,-3.387661398827240156e+00,-1.343332635243495776e+00,-2.153447631438253351e-01,3.104779201729912508e-02,3.000000000000000000e+00
1.748619380377584420e+01,-1.544406567296652710e+01,-5.137877325017990771e+00,2.252425821636827763e+01,-3.247483125367077506e+00,-1.314486498143781157e+00,-4.268170891435138503e-01,6.153726712316760772e-02,3.000000000000000000e+00
1.968587716686194966e+01,-1.184599889086159763e+01,-9.027424159290369232e+00,2.091117780858190400e+01,-3.014913805932631696e+00,-1.245832735374450717e+00,-6.368303072673698884e-01,9.181637222886387950e-02,3.000000000000000000e+00
2.129871224482396030e+01,-7.895784284911564477e+00,-1.264727907371472782e+01,1.867551564620803006e+01,-2.692582429840751690e+00,-1.136589715499292996e+00,-8.360982685368074652e-01,1.205462569350576607e-01,3.000000000000000000e+00
2.225501640805649117e+01,-3.702825031929323440e+00,-1.587690683324703755e+01,1.586469773797634630e+01,-2.287326743381401961e+00,-9.889042467472496378e-01,-1.014813549839256535e+00,1.463129150287381108e-01,3.000000000000000000e+00
2.251144230728985107e+01,6.062831226271877538e-01,-1.860706143443507798e+01,1.255520413760159215e+01,-1.810173421949614170e+00,-8.080722313399385515e-01,-1.163819198655652309e+00,1.677961232865787522e-01,3.000000000000000000e+00
2.205610045076153725e+01,4.896269004958011983e+00,-2.074892479860798034e+01,8.848701661257219797e+00,-1.275780496312110213e+00,-6.021671353245070524e-01,-1.275842969050444475e+00,1.839473900897942993e-01,3.000000000000000000e+00
2.091002503840917726e+01,9.033314284741974731e+00,-2.224122363447649064e+01,4.864765183123648029e+00,-7.013879298181198152e-01,-3.810988237538414092e-01,-1.346455184004029082e+00,1.941280572755362255e-01,3.000000000000000000e+00
