# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
-2.807562964950093232e+01,8.474093916475114341e+00,2.913717150225113528e+01,-3.328135329216262761e+00,1.768366940768650863e-06,8.570544027521301844e-01,4.959330533256752105e+00,4.249699999998738931e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.807746282705799246e+01,8.469075337457351083e+00,2.913807756440104413e+01,-3.322889032695460543e+00,4.513231573293197130e-04,8.559702942460302166e-01,4.959454263866757806e+00,4.249699915709466147e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.807926920049352759e+01,8.464126850175327732e+00,2.913896979035939339e+01,-3.317716221425571099e+00,8.945700121592015108e-04,8.549013975410082455e-01,4.959576063467570961e+00,4.249699668850984158e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.808110022118090754e+01,8.459107505663673976e+00,2.913987359361490448e+01,-3.312469556966591178e+00,1.344134039272359971e-03,8.538172669730696995e-01,4.959699401315170952e+00,4.249699252397118876e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.808293015568394324e+01,8.454087776039964197e+00,2.914077625937603599e+01,-3.307222707594315914e+00,1.793702686850751071e-03,8.527331253404579758e-01,4.959822541397296725e+00,4.249698668694482095e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.808475900391940527e+01,8.449067661532518869e+00,2.914167778760174343e+01,-3.301975673547397072e+00,2.243275934446065101e-03,8.516489726727675125e-01,4.959945483716790449e+00,4.249697917748303522e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.808658676580384039e+01,8.444047162370409865e+00,2.914257817825088992e+01,-3.296728455065264463e+00,2.692853761544045099e-03,8.505648089997456252e-01,4.960068228276480973e+00,4.249696999563815636e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.808841344125413997e+01,8.439026278781907919e+00,2.914347743128251977e+01,-3.291481052386492578e+00,3.142436147702931670e-03,8.494806343509648805e-01,4.960190775079214021e+00,4.249695914146250364e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.809023903018724155e+01,8.434005010995363705e+00,2.914437554665576258e+01,-3.286233465749736737e+00,3.592023072476191459e-03,8.483964487560063938e-01,4.960313124127842421e+00,4.249694661500840742e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.809203792098609043e+01,8.429053874263026103e+00,2.914525993714262597e+01,-3.281059384113626187e+00,4.035301470436847282e-03,8.473274762473921307e-01,4.960433561586114593e+00,4.249693262727667897e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.809386135189462053e+01,8.424031844153766713e+00,2.914615579305235826e+01,-3.275811432853140914e+00,4.484897347951433133e-03,8.462432690017981374e-01,4.960555517911744872e+00,4.249691677990249383e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
-2.809568369603793059e+01,8.419009430529067473e+00,2.914705051118174950e+01,-3.270563298348013070e+00,4.934497702966389454e-03,8.451590508984846428e-01,4.960677276491766818e+00,4.249689926040619570e-01,1.000000000000000000e+00,9.183903643544801820e-01,5.144382504794812405e+00
