# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
2.728345992030677891e+01,1.075471940234307588e+01,2.913716778821711273e+01,-3.328156836359116966e+00,-7.077423902490664886e-08,9.887581204993883821e-01,5.828558709851447084e+00,4.738300000000101875e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.728148061429207516e+01,1.076066349425000190e+01,2.913821169358401164e+01,-3.321999758263357805e+00,5.004607487236745200e-04,9.876755465962644420e-01,5.828682248918620523e+00,4.738299907043865278e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.727950021465725783e+01,1.076660723257548113e+01,2.913925446742413783e+01,-3.315842478577264885e+00,1.000998040995737526e-03,9.865929589707679304e-01,5.828805556371366769e+00,4.738299628126870222e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.727752281640034937e+01,1.077253833833436225e+01,2.914029395881537710e+01,-3.309697719193136933e+00,1.500506947987867434e-03,9.855125943702710556e-01,5.828928378172859581e+00,4.738299164407711039e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.727554023197988897e+01,1.077848136964188619e+01,2.914133447183700198e+01,-3.303540037349497638e+00,2.001055717645860987e-03,9.844299794985958973e-01,5.829051222880141658e+00,4.738298513972782344e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.727355655413451174e+01,1.078442404678248856e+01,2.914237385322924467e+01,-3.297382154522095377e+00,2.501610207305327016e-03,9.833473510748107493e-01,5.829173835977916163e+00,4.738297677596527424e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.727157588463458637e+01,1.079035409296529302e+01,2.914340995907928189e+01,-3.291236793847465592e+00,3.001136226998712964e-03,9.822669459300410466e-01,5.829295964863936419e+00,4.738296657589237126e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.726959002239387431e+01,1.079629606191830860e+01,2.914444707944835500e+01,-3.285078510074448843e+00,3.501702095528802516e-03,9.811842906002243847e-01,5.829418115226216557e+00,4.738295449733985198e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.726760306692375835e+01,1.080223767611903263e+01,2.914548306808576328e+01,-3.278920025924287884e+00,4.002273634750919129e-03,9.801016218885367781e-01,5.829540033984052627e+00,4.738294055956952522e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.726561501828967238e+01,1.080817893537178875e+01,2.914651792495738292e+01,-3.272761341599807139e+00,4.502850828179805198e-03,9.790189398518377439e-01,5.829661721139157038e+00,4.738292476264682196e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.726362998729124598e+01,1.081410756581821531e+01,2.914754951549884510e+01,-3.266615181890280439e+00,5.002399439200222453e-03,9.779384814311868901e-01,5.829782926002364363e+00,4.738290714503149981e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.726163975478317880e+01,1.082004811532438282e+01,2.914858211107546992e+01,-3.260456098236089062e+00,5.502987880156240408e-03,9.768557729419133917e-01,5.829904150435741172e+00,4.738288763384170266e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.725964842930709509e+01,1.082598830929734390e+01,2.914961357478447823e+01,-3.254296815014289024e+00,6.003581926006473779e-03,9.757730512978415316e-01,5.830025143271651444e+00,4.738286626369657140e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
2.725766012843213559e+01,1.083191587608149042e+01,2.915064177907226650e+01,-3.248150058249612115e+00,6.503147305472078976e-03,9.746925535213186720e-01,5.830145655255435599e+00,4.738284308456997551e-01,1.000000000000000000e+00,8.272534193739450314e-01,7.847185180290665585e-01
