# X,Y,Xs,Ys,Zs,Xv,Yv,Zv,shellnum,theta,phi
-2.914551853717691543e+01,-3.254215149842849097e+00,2.913716853033944076e+01,-3.328149196924091502e+00,5.433265641840989701e-07,4.320131908096708218e-01,4.919350408774188388e+00,3.948699999999870092e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914480637970515886e+01,-3.259367268987066080e+00,2.913762152211243261e+01,-3.322984466780618540e+00,4.151044673926240769e-04,4.309372477697636095e-01,4.919473210434279764e+00,3.948699923257528721e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914408313259113470e+01,-3.264591141279532760e+00,2.913807968064428167e+01,-3.317747546989197271e+00,8.354495326230448882e-04,4.298462609060301198e-01,4.919597532428345410e+00,3.948699689139528179e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914336870625055909e+01,-3.269742957685962903e+00,2.913853039319631932e+01,-3.312582605771344557e+00,1.250006758147681474e-03,4.287702641916952273e-01,4.919719952271183416e+00,3.948699304088793549e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914264315866950739e+01,-3.274966522526955082e+00,2.913898624065404874e+01,-3.307345472449348733e+00,1.670347814123895880e-03,4.276792229571242387e-01,4.919843887107579583e+00,3.948698757355075251e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914192646359360239e+01,-3.280118035232941764e+00,2.913943467390090447e+01,-3.302180321122224704e+00,2.084901046881582065e-03,4.266031726721550843e-01,4.919965925110479255e+00,3.948698063987344242e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914120864206099526e+01,-3.285269396782860341e+00,2.913988197536174951e+01,-3.297015065827602065e+00,2.499452268268587130e-03,4.255270958261651582e-01,4.920087773508047491e+00,3.948697217526236924e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.914047965200390777e+01,-3.290492499688529637e+00,2.914033436405716060e+01,-3.291777614777819494e+00,2.919787177522503718e-03,4.244359734203612122e-01,4.920211128906480269e+00,3.948696202935859656e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.913975956193660721e+01,-3.295643556097026750e+00,2.914077938608755147e+01,-3.286612150818754685e+00,3.334334290182594529e-03,4.233598431591733546e-01,4.920332595430161327e+00,3.948695048144885145e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
-2.913902827175182253e+01,-3.300866349114110143e+00,2.914122946349696264e+01,-3.281374488682021084e+00,3.754664994060241678e-03,4.222686666453910886e-01,4.920455563613510108e+00,3.948693720917020866e-01,1.000000000000000000e+00,9.714534552562588132e-01,4.373483301858826167e+00
